X	Y	Z	influencia	Az
4404502.198	7472885.23	-4098.140439	0.006065	354.2
4404571.719	7472885.23	-4062.208786	0.006116	354.2
4404641.239	7472885.23	-4026.214741	0.006169	354.2
4404710.76	7472885.23	-3990.271751	0.006222	354.2
4404780.28	7472885.23	-3954.638586	0.006277	354.2
4404849.801	7472885.23	-3919.632911	0.006334	354.2
4404919.321	7472885.23	-3885.54172	0.006391	354.2
4404988.842	7472885.23	-3852.580749	0.00645	354.2
4405058.362	7472885.23	-3820.900112	0.006511	354.2
4405127.883	7472885.23	-3790.59501	0.006573	354.2
4405197.404	7472885.23	-3761.694804	0.006637	354.2
4405266.924	7472885.23	-3734.147116	0.006702	354.2
4405336.445	7472885.23	-3707.827361	0.006769	354.2
4405405.965	7472885.23	-3682.578175	0.006838	354.2
4405475.486	7472885.23	-3658.261738	0.006909	354.2
4405545.006	7472885.23	-3634.808303	0.006982	354.2
4405614.527	7472885.23	-3612.244178	0.007057	354.2
4405684.047	7472885.23	-3590.683717	0.007134	354.2
4405753.568	7472885.23	-3570.288788	0.007214	354.2
4405823.088	7472885.23	-3551.214036	0.007295	354.2
4405892.609	7472885.23	-3533.544536	0.00738	354.2
4405962.13	7472885.23	-3517.226824	0.007467	354.2
4406031.65	7472885.23	-3502.021861	0.007557	354.2
4406101.171	7472885.23	-3487.528813	0.007649	354.2
4406170.691	7472885.23	-3473.297458	0.007745	354.2
4406240.212	7472885.23	-3458.984502	0.007844	354.2
4406309.732	7472885.23	-3444.470216	0.007947	354.2
4406379.253	7472885.23	-3429.874423	0.008053	354.2
4406448.773	7472885.23	-3415.477838	0.008163	354.2
4406518.294	7472885.23	-3401.606948	0.008277	354.2
4406587.814	7472885.23	-3388.545313	0.008396	354.2
4406657.335	7472885.23	-3376.497721	0.008519	354.2
4406726.856	7472885.23	-3365.580296	0.008647	354.2
4406796.376	7472885.23	-3355.792234	0.008781	354.2
4406865.897	7472885.23	-3346.97669	0.00892	354.2
4406935.417	7472885.23	-3338.836165	0.009065	354.2
4407004.938	7472885.23	-3331.039383	0.009216	354.2
4407074.458	7472885.23	-3323.362791	0.009375	354.2
4407143.979	7472885.23	-3315.766391	0.009541	354.2
4407213.499	7472885.23	-3308.360946	0.009715	354.2
4407283.02	7472885.23	-3301.308151	0.009898	354.2
4407352.54	7472885.23	-3294.727469	0.01009	354.2
4407422.061	7472885.23	-3288.659685	0.010293	354.2
