X	Y	Z	influencia	Az
4405405.965	7478079.408	-3659.721556	0.007262	359.17
4405475.486	7478079.408	-3637.829043	0.007346	359.17
4405545.006	7478079.408	-3615.701683	0.007432	359.17
4405614.527	7478079.408	-3593.763372	0.007521	359.17
4405684.047	7478079.408	-3572.593334	0.007613	359.17
4405753.568	7478079.408	-3552.727865	0.007709	359.17
4405823.088	7478079.408	-3534.589292	0.007807	359.17
4405892.609	7478079.408	-3518.507744	0.007909	359.17
4405962.13	7478079.408	-3504.730138	0.008014	359.17
4406031.65	7478079.408	-3493.359197	0.008123	359.17
4406101.171	7478079.408	-3484.273557	0.008237	359.17
4406170.691	7478079.408	-3477.115948	0.008354	359.17
4406240.212	7478079.408	-3471.371344	0.008476	359.17
4406309.732	7478079.408	-3466.489053	0.008603	359.17
4406379.253	7478079.408	-3461.994677	0.008736	359.17
4406448.773	7478079.408	-3457.562549	0.008874	359.17
4406518.294	7478079.408	-3453.044485	0.009017	359.17
4406587.814	7478079.408	-3448.464932	0.009168	359.17
4406657.335	7478079.408	-3443.989681	0.009325	359.17
4406726.856	7478079.408	-3439.866642	0.009489	359.17
4406796.376	7478079.408	-3436.343031	0.009662	359.17
4406865.897	7478079.408	-3433.585827	0.009843	359.17
4406935.417	7478079.408	-3431.645209	0.010033	359.17
4407004.938	7478079.408	-3430.476438	0.010233	359.17
4407074.458	7478079.408	-3429.993556	0.010445	359.17
4407143.979	7478079.408	-3430.11355	0.010669	359.17
4407213.499	7478079.408	-3430.768825	0.010906	359.17
4407283.02	7478079.408	-3431.891013	0.011157	359.17
4407352.54	7478079.408	-3433.386652	0.011425	359.17
4407422.061	7478079.408	-3435.130197	0.01171	359.17
4407491.582	7478079.408	-3436.982966	0.012015	359.17
4407561.102	7478079.408	-3438.820442	0.012342	359.17
4407630.623	7478079.408	-3440.545473	0.012695	359.17
4407700.143	7478079.408	-3442.085957	0.013075	359.17
4407769.664	7478079.408	-3443.393415	0.013488	359.17
4407839.184	7478079.408	-3444.452066	0.013937	359.17
4407908.705	7478079.408	-3445.288683	0.014428	359.17
4407978.225	7478079.408	-3445.968522	0.014968	359.17
4408047.746	7478079.408	-3446.576382	0.015566	359.17
4408117.267	7478079.408	-3447.192578	0.016232	359.17
4408186.787	7478079.408	-3447.869998	0.01698	359.17
4408256.308	7478079.408	-3448.614689	0.017828	359.17
4408325.828	7478079.408	-3449.378752	0.018799	359.17
4408395.349	7478079.408	-3450.077791	0.019925	359.17
4408464.869	7478079.408	-3450.631242	0.02125	359.17
4408534.39	7478079.408	-3451.006191	0.022841	359.17
4408603.91	7478079.408	-3451.25259	0.024794	359.17
4408673.431	7478079.408	-3451.549551	0.027267	359.17
4408742.951	7478079.408	-3452.300537	0.03053	359.17
4408812.472	7478079.408	-3454.279696	0.035096	359.17
4408881.993	7478079.408	-3458.741991	0.042098	359.17
4408951.513	7478079.408	-3467.329914	0.054724	359.17
4409021.034	7478079.408	-3481.6391	0.08816	359.17
4409090.554	7478079.408	-3502.495958	0.222401	359.17
4409160.075	7478079.408	-3529.263307	0.071198	359.17
4409229.595	7478079.408	-3559.633378	0.04922	359.17
4409299.116	7478079.408	-3590.237366	0.03923	359.17
4409368.636	7478079.408	-3617.956464	0.033288	359.17
4409438.157	7478079.408	-3641.22664	0.029265	359.17
4409507.677	7478079.408	-3660.396424	0.026322	359.17
4409577.198	7478079.408	-3676.792325	0.024056	359.17
4409646.719	7478079.408	-3691.171047	0.022245	359.17
4409716.239	7478079.408	-3702.664731	0.020757	359.17
4409785.76	7478079.408	-3708.834884	0.019508	359.17
4409855.28	7478079.408	-3706.681001	0.018441	359.17
4409924.801	7478079.408	-3693.98936	0.017517	359.17
4409994.321	7478079.408	nan	0.016706	359.17
4410063.842	7478079.408	nan	0.015989	359.17
4410133.362	7478079.408	nan	0.015348	359.17
4410202.883	7478079.408	nan	0.014772	359.17
4410272.404	7478079.408	nan	0.01425	359.17
4410341.924	7478079.408	nan	0.013774	359.17
4410411.445	7478079.408	nan	0.013338	359.17
4410480.965	7478079.408	nan	0.012938	359.17
4410550.486	7478079.408	nan	0.012568	359.17
4410620.006	7478079.408	nan	0.012224	359.17
4410689.527	7478079.408	nan	0.011905	359.17
4410759.047	7478079.408	nan	0.011607	359.17
4410828.568	7478079.408	nan	0.011328	359.17
4410898.088	7478079.408	nan	0.011067	359.17
4410967.609	7478079.408	nan	0.01082	359.17
4411037.13	7478079.408	nan	0.010588	359.17
4411106.65	7478079.408	nan	0.010369	359.17
4411176.171	7478079.408	nan	0.010162	359.17
4411245.691	7478079.408	nan	0.009965	359.17
4411315.212	7478079.408	nan	0.009778	359.17
4411384.732	7478079.408	nan	0.0096	359.17
4411454.253	7478079.408	nan	0.00943	359.17
4411523.773	7478079.408	nan	0.009269	359.17
4411593.294	7478079.408	nan	0.009114	359.17
4411662.814	7478079.408	nan	0.008966	359.17
4411732.335	7478079.408	nan	0.008824	359.17
4411801.856	7478079.408	nan	0.008689	359.17
4411871.376	7478079.408	nan	0.008558	359.17
4411940.897	7478079.408	nan	0.008433	359.17
4412010.417	7478079.408	nan	0.008312	359.17
4412079.938	7478079.408	nan	0.008196	359.17
4412149.458	7478079.408	nan	0.008084	359.17
4412218.979	7478079.408	nan	0.007977	359.17
4412288.499	7478079.408	nan	0.007872	359.17
4412358.02	7478079.408	nan	0.007772	359.17
4412427.54	7478079.408	nan	0.007675	359.17
4412497.061	7478079.408	nan	0.007581	359.17
4412566.582	7478079.408	nan	0.00749	359.17
4412636.102	7478079.408	nan	0.007401	359.17
4412705.623	7478079.408	nan	0.007316	359.17
4412775.143	7478079.408	nan	0.007233	359.17
4412844.664	7478079.408	nan	0.007153	359.17
4412914.184	7478079.408	nan	0.007075	359.17
4412983.705	7478079.408	nan	0.006999	359.17
4413053.225	7478079.408	nan	0.006925	359.17
4413122.746	7478079.408	nan	0.006853	359.17
4413192.267	7478079.408	nan	0.006784	359.17
4394282.677	7478258.518	nan	0.003148	359.17
4394352.198	7478258.518	nan	0.003157	359.17
4394421.719	7478258.518	-6701.11093	0.003166	359.17
4394491.239	7478258.518	-6701.357491	0.003175	359.17
4394560.76	7478258.518	-6701.348956	0.003184	359.17
4394630.28	7478258.518	-6701.074467	0.003193	359.17
4394699.801	7478258.518	-6700.530777	0.003202	359.17
4394769.321	7478258.518	-6699.717365	0.003212	359.17
4394838.842	7478258.518	-6698.63104	0.003221	359.17
4394908.362	7478258.518	-6697.265001	0.00323	359.17
4394977.883	7478258.518	-6695.611722	0.00324	359.17
4395047.404	7478258.518	-6693.662903	0.00325	359.17
4395116.924	7478258.518	-6691.405909	0.003259	359.17
4395186.445	7478258.518	-6688.824329	0.003269	359.17
4395255.965	7478258.518	-6685.90468	0.003279	359.17
4395325.486	7478258.518	-6682.641428	0.003289	359.17
4395395.006	7478258.518	-6679.035784	0.003299	359.17
4395464.527	7478258.518	-6675.092288	0.003309	359.17
4395534.047	7478258.518	-6670.815973	0.003319	359.17
4395603.568	7478258.518	-6666.209001	0.003329	359.17
4395673.088	7478258.518	-6661.26903	0.00334	359.17
4395742.609	7478258.518	-6655.992828	0.00335	359.17
4395812.13	7478258.518	-6650.380995	0.003361	359.17
4395881.65	7478258.518	-6644.437785	0.003371	359.17
4395951.171	7478258.518	-6638.169261	0.003382	359.17
4396020.691	7478258.518	-6631.586328	0.003393	359.17
4396090.212	7478258.518	-6624.709382	0.003404	359.17
4396159.732	7478258.518	-6617.566646	0.003415	359.17
4396229.253	7478258.518	-6610.186897	0.003426	359.17
4396298.773	7478258.518	-6602.593618	0.003437	359.17
4396368.294	7478258.518	-6594.803013	0.003448	359.17
4396437.814	7478258.518	-6586.823944	0.00346	359.17
4396507.335	7478258.518	-6578.659671	0.003471	359.17
4396576.856	7478258.518	-6570.311521	0.003483	359.17
4396646.376	7478258.518	-6561.781622	0.003494	359.17
4396715.897	7478258.518	-6553.073335	0.003506	359.17
4396785.417	7478258.518	-6544.19217	0.003518	359.17
4396854.938	7478258.518	-6535.148435	0.00353	359.17
4396924.458	7478258.518	-6525.957985	0.003542	359.17
4396993.979	7478258.518	-6516.638762	0.003554	359.17
4397063.499	7478258.518	-6507.206332	0.003567	359.17
4397133.02	7478258.518	-6497.672025	0.003579	359.17
4397202.54	7478258.518	-6488.04327	0.003592	359.17
4397272.061	7478258.518	-6478.324564	0.003604	359.17
4397341.582	7478258.518	-6468.519127	0.003617	359.17
4397411.102	7478258.518	-6458.631039	0.00363	359.17
4397480.623	7478258.518	-6448.666616	0.003643	359.17
4397550.143	7478258.518	-6438.634755	0.003656	359.17
4397619.664	7478258.518	-6428.54716	0.003669	359.17
4397689.184	7478258.518	-6418.418289	0.003683	359.17
4397758.705	7478258.518	-6408.263988	0.003696	359.17
4397828.225	7478258.518	-6398.099115	0.00371	359.17
4397897.746	7478258.518	-6387.935842	0.003724	359.17
4397967.267	7478258.518	-6377.783664	0.003738	359.17
4398036.787	7478258.518	-6367.650534	0.003752	359.17
4398106.308	7478258.518	-6357.543879	0.003766	359.17
4398175.828	7478258.518	-6347.470703	0.003781	359.17
4398245.349	7478258.518	-6337.436887	0.003795	359.17
4398314.869	7478258.518	-6327.446185	0.00381	359.17
4398384.39	7478258.518	-6317.499023	0.003825	359.17
4398453.91	7478258.518	-6307.591354	0.00384	359.17
4398523.431	7478258.518	-6297.714547	0.003855	359.17
4398592.951	7478258.518	-6287.856886	0.00387	359.17
4398662.472	7478258.518	-6278.005636	0.003886	359.17
4398731.993	7478258.518	-6268.148125	0.003901	359.17
4398801.513	7478258.518	-6258.271367	0.003917	359.17
4398871.034	7478258.518	-6248.360974	0.003933	359.17
4398940.554	7478258.518	-6238.400377	0.003949	359.17
4399010.075	7478258.518	-6228.370703	0.003966	359.17
4399079.595	7478258.518	-6218.251022	0.003982	359.17
4399149.116	7478258.518	-6208.01951	0.003999	359.17
4399218.636	7478258.518	-6197.656457	0.004016	359.17
4399288.157	7478258.518	-6187.147673	0.004033	359.17
4399357.677	7478258.518	-6176.485068	0.00405	359.17
4399427.198	7478258.518	-6165.664492	0.004068	359.17
4399496.719	7478258.518	-6154.684252	0.004085	359.17
4399566.239	7478258.518	-6143.545114	0.004103	359.17
4399635.76	7478258.518	-6132.249064	0.004121	359.17
4399705.28	7478258.518	-6120.796508	0.00414	359.17
4399774.801	7478258.518	-6109.185088	0.004158	359.17
4399844.321	7478258.518	-6097.411139	0.004177	359.17
4399913.842	7478258.518	-6085.471376	0.004196	359.17
4399983.362	7478258.518	-6073.363672	0.004215	359.17
4400052.883	7478258.518	-6061.087532	0.004235	359.17
4400122.404	7478258.518	-6048.643156	0.004254	359.17
4400191.924	7478258.518	-6036.027992	0.004274	359.17
4400261.445	7478258.518	-6023.233488	0.004295	359.17
4400330.965	7478258.518	-6010.244693	0.004315	359.17
4400400.486	7478258.518	-5997.039684	0.004336	359.17
4400470.006	7478258.518	-5983.585737	0.004357	359.17
4400539.527	7478258.518	-5969.836969	0.004378	359.17
4400609.047	7478258.518	-5955.739788	0.004399	359.17
4400678.568	7478258.518	-5941.242904	0.004421	359.17
4400748.088	7478258.518	-5926.303341	0.004443	359.17
4400817.609	7478258.518	-5910.886521	0.004466	359.17
4400887.13	7478258.518	-5894.962412	0.004489	359.17
4400956.65	7478258.518	-5878.496972	0.004512	359.17
4401026.171	7478258.518	-5861.442174	0.004535	359.17
4401095.691	7478258.518	-5843.734428	0.004559	359.17
4401165.212	7478258.518	-5825.30068	0.004583	359.17
4401234.732	7478258.518	-5806.057753	0.004607	359.17
4401304.253	7478258.518	-5785.904429	0.004632	359.17
4401373.773	7478258.518	-5764.727646	0.004657	359.17
4401443.294	7478258.518	-5742.429706	0.004682	359.17
4401512.814	7478258.518	-5718.951484	0.004708	359.17
4401582.335	7478258.518	-5694.272007	0.004734	359.17
4401651.856	7478258.518	-5668.394	0.00476	359.17
4401721.376	7478258.518	-5641.327128	0.004787	359.17
4401790.897	7478258.518	-5613.068774	0.004815	359.17
4401860.417	7478258.518	-5583.593379	0.004843	359.17
4401929.938	7478258.518	-5552.866129	0.004871	359.17
4401999.458	7478258.518	-5520.866753	0.004899	359.17
4402068.979	7478258.518	-5487.596819	0.004929	359.17
4402138.499	7478258.518	-5453.081094	0.004958	359.17
4402208.02	7478258.518	-5417.391829	0.004988	359.17
4402277.54	7478258.518	-5380.679879	0.005019	359.17
4402347.061	7478258.518	-5343.162853	0.00505	359.17
4402416.582	7478258.518	-5305.061577	0.005081	359.17
4402486.102	7478258.518	-5266.533105	0.005113	359.17
4402555.623	7478258.518	-5227.644116	0.005146	359.17
4402625.143	7478258.518	-5188.383983	0.005179	359.17
4402694.664	7478258.518	-5148.694597	0.005213	359.17
4402764.184	7478258.518	-5108.500161	0.005247	359.17
4402833.705	7478258.518	-5067.728977	0.005282	359.17
4402903.225	7478258.518	-5026.326379	0.005318	359.17
4402972.746	7478258.518	-4984.264565	0.005354	359.17
4403042.267	7478258.518	-4941.55036	0.005391	359.17
4403111.787	7478258.518	-4898.221905	0.005429	359.17
4403181.308	7478258.518	-4854.331704	0.005467	359.17
4403250.828	7478258.518	-4809.929263	0.005506	359.17
4403320.349	7478258.518	-4765.054741	0.005546	359.17
4403389.869	7478258.518	-4719.739952	0.005587	359.17
4403459.39	7478258.518	-4674.010609	0.005628	359.17
4403528.91	7478258.518	-4627.89156	0.00567	359.17
4403598.431	7478258.518	-4581.415035	0.005713	359.17
4403667.951	7478258.518	-4534.625663	0.005757	359.17
4403737.472	7478258.518	-4487.580119	0.005802	359.17
4403806.993	7478258.518	-4440.34666	0.005848	359.17
4403876.513	7478258.518	-4393.00789	0.005895	359.17
4403946.034	7478258.518	-4345.665051	0.005943	359.17
4404015.554	7478258.518	-4298.444628	0.005991	359.17
4404085.075	7478258.518	-4251.515274	0.006041	359.17
4404154.595	7478258.518	-4205.125139	0.006092	359.17
4404224.116	7478258.518	-4159.654553	0.006145	359.17
4404293.636	7478258.518	-4115.644603	0.006198	359.17
4404363.157	7478258.518	-4073.745699	0.006253	359.17
4404432.677	7478258.518	-4034.573143	0.006309	359.17
4404502.198	7478258.518	-3998.525675	0.006366	359.17
4404571.719	7478258.518	-3965.646144	0.006425	359.17
4404641.239	7478258.518	-3935.581791	0.006485	359.17
4404710.76	7478258.518	-3907.674174	0.006547	359.17
4404780.28	7478258.518	-3881.157152	0.00661	359.17
4404849.801	7478258.518	-3855.371873	0.006675	359.17
4404919.321	7478258.518	-3829.906407	0.006742	359.17
4404988.842	7478258.518	-3804.641769	0.006811	359.17
4405058.362	7478258.518	-3779.727075	0.006881	359.17
4405127.883	7478258.518	-3755.475677	0.006954	359.17
4405197.404	7478258.518	-3732.161881	0.007028	359.17
4405266.924	7478258.518	-3709.786168	0.007105	359.17
4405336.445	7478258.518	-3687.991036	0.007184	359.17
4405405.965	7478258.518	-3666.256383	0.007265	359.17
4405475.486	7478258.518	-3644.251408	0.007349	359.17
4405545.006	7478258.518	-3622.049666	0.007435	359.17
4405614.527	7478258.518	-3600.059858	0.007525	359.17
4405684.047	7478258.518	-3578.802582	0.007617	359.17
4405753.568	7478258.518	-3558.745899	0.007712	359.17
4405823.088	7478258.518	-3540.279883	0.007811	359.17
4405892.609	7478258.518	-3523.758373	0.007913	359.17
4405962.13	7478258.518	-3509.493324	0.008018	359.17
4406031.65	7478258.518	-3497.663281	0.008127	359.17
4406101.171	7478258.518	-3488.207254	0.008241	359.17
4406170.691	7478258.518	-3480.799279	0.008359	359.17
4406240.212	7478258.518	-3474.925748	0.008481	359.17
4406309.732	7478258.518	-3470.017468	0.008608	359.17
4406379.253	7478258.518	-3465.577833	0.008741	359.17
4406448.773	7478258.518	-3461.268632	0.008879	359.17
4406518.294	7478258.518	-3456.940864	0.009023	359.17
4406587.814	7478258.518	-3452.621236	0.009173	359.17
4406657.335	7478258.518	-3448.470164	0.009331	359.17
4406726.856	7478258.518	-3444.717923	0.009495	359.17
4406796.376	7478258.518	-3441.586002	0.009668	359.17
4406865.897	7478258.518	-3439.217898	0.009849	359.17
4406935.417	7478258.518	-3437.652243	0.01004	359.17
4407004.938	7478258.518	-3436.847139	0.010241	359.17
4407074.458	7478258.518	-3436.727941	0.010453	359.17
4407143.979	7478258.518	-3437.221949	0.010677	359.17
4407213.499	7478258.518	-3438.264273	0.010915	359.17
4407283.02	7478258.518	-3439.781782	0.011167	359.17
4407352.54	7478258.518	-3441.674026	0.011435	359.17
4407422.061	7478258.518	-3443.810426	0.011721	359.17
4407491.582	7478258.518	-3446.048164	0.012027	359.17
4407561.102	7478258.518	-3448.255997	0.012355	359.17
4407630.623	7478258.518	-3450.327322	0.012708	359.17
4407700.143	7478258.518	-3452.182203	0.01309	359.17
4407769.664	7478258.518	-3453.77061	0.013504	359.17
4407839.184	7478258.518	-3455.082507	0.013954	359.17
4407908.705	7478258.518	-3456.154503	0.014447	359.17
4407978.225	7478258.518	-3457.060394	0.014989	359.17
4408047.746	7478258.518	-3457.887785	0.01559	359.17
4408117.267	7478258.518	-3458.71284	0.016259	359.17
4408186.787	7478258.518	-3459.579065	0.01701	359.17
4408256.308	7478258.518	-3460.480583	0.017862	359.17
4408325.828	7478258.518	-3461.357497	0.018838	359.17
4408395.349	7478258.518	-3462.115691	0.01997	359.17
4408464.869	7478258.518	-3462.669071	0.021304	359.17
4408534.39	7478258.518	-3462.984753	0.022906	359.17
4408603.91	7478258.518	-3463.121564	0.024875	359.17
4408673.431	7478258.518	-3463.286081	0.027372	359.17
4408742.951	7478258.518	-3463.943272	0.030672	359.17
4408812.472	7478258.518	-3465.969355	0.035302	359.17
4408881.993	7478258.518	-3470.73857	0.042434	359.17
4408951.513	7478258.518	-3479.974125	0.055403	359.17
4409021.034	7478258.518	-3495.254302	0.090634	359.17
4409090.554	7478258.518	-3517.267382	0.198298	359.17
4409160.075	7478258.518	-3545.154645	0.069883	359.17
4409229.595	7478258.518	-3576.39031	0.048723	359.17
4409299.116	7478258.518	-3607.480694	0.038957	359.17
4409368.636	7478258.518	-3635.31108	0.033112	359.17
4409438.157	7478258.518	-3658.413024	0.02914	359.17
4409507.677	7478258.518	-3677.242962	0.026228	359.17
4409577.198	7478258.518	-3693.182624	0.023982	359.17
4409646.719	7478258.518	-3706.987265	0.022184	359.17
4409716.239	7478258.518	-3717.789741	0.020707	359.17
4409785.76	7478258.518	-3723.214358	0.019465	359.17
4409855.28	7478258.518	-3720.374266	0.018404	359.17
4409924.801	7478258.518	-3707.142697	0.017485	359.17
4409994.321	7478258.518	nan	0.016678	359.17
4410063.842	7478258.518	nan	0.015964	359.17
4410133.362	7478258.518	nan	0.015326	359.17
4410202.883	7478258.518	nan	0.014751	359.17
4410272.404	7478258.518	nan	0.014231	359.17
4410341.924	7478258.518	nan	0.013757	359.17
4410411.445	7478258.518	nan	0.013323	359.17
4410480.965	7478258.518	nan	0.012923	359.17
4410550.486	7478258.518	nan	0.012554	359.17
4410620.006	7478258.518	nan	0.012212	359.17
4410689.527	7478258.518	nan	0.011894	359.17
4410759.047	7478258.518	nan	0.011596	359.17
4410828.568	7478258.518	nan	0.011318	359.17
4410898.088	7478258.518	nan	0.011057	359.17
4410967.609	7478258.518	nan	0.010812	359.17
4411037.13	7478258.518	nan	0.01058	359.17
4411106.65	7478258.518	nan	0.010361	359.17
4411176.171	7478258.518	nan	0.010154	359.17
4411245.691	7478258.518	nan	0.009958	359.17
4411315.212	7478258.518	nan	0.009771	359.17
4411384.732	7478258.518	nan	0.009593	359.17
4411454.253	7478258.518	nan	0.009424	359.17
4411523.773	7478258.518	nan	0.009263	359.17
4411593.294	7478258.518	nan	0.009108	359.17
4411662.814	7478258.518	nan	0.008961	359.17
4411732.335	7478258.518	nan	0.008819	359.17
4411801.856	7478258.518	nan	0.008684	359.17
4411871.376	7478258.518	nan	0.008553	359.17
4411940.897	7478258.518	nan	0.008428	359.17
4412010.417	7478258.518	nan	0.008308	359.17
4412079.938	7478258.518	nan	0.008192	359.17
4412149.458	7478258.518	nan	0.00808	359.17
4412218.979	7478258.518	nan	0.007973	359.17
4412288.499	7478258.518	nan	0.007869	359.17
4412358.02	7478258.518	nan	0.007768	359.17
4412427.54	7478258.518	nan	0.007671	359.17
4412497.061	7478258.518	nan	0.007577	359.17
4412566.582	7478258.518	nan	0.007486	359.17
4412636.102	7478258.518	nan	0.007398	359.17
4412705.623	7478258.518	nan	0.007313	359.17
4412775.143	7478258.518	nan	0.00723	359.17
4412844.664	7478258.518	nan	0.00715	359.17
4412914.184	7478258.518	nan	0.007072	359.17
4412983.705	7478258.518	nan	0.006996	359.17
4413053.225	7478258.518	nan	0.006922	359.17
4413122.746	7478258.518	nan	0.006851	359.17
4413192.267	7478258.518	nan	0.006781	359.17
4394282.677	7478437.627	nan	0.003148	359.17
4394352.198	7478437.627	nan	0.003157	359.17
4394421.719	7478437.627	-6694.787511	0.003166	359.17
4394491.239	7478437.627	-6695.024686	0.003175	359.17
4394560.76	7478437.627	-6695.010607	0.003184	359.17
4394630.28	7478437.627	-6694.73403	0.003193	359.17
4394699.801	7478437.627	-6694.191215	0.003203	359.17
4394769.321	7478437.627	-6693.381172	0.003212	359.17
4394838.842	7478437.627	-6692.300324	0.003221	359.17
4394908.362	7478437.627	-6690.941584	0.003231	359.17
4394977.883	7478437.627	-6689.297234	0.00324	359.17
4395047.404	7478437.627	-6687.358908	0.00325	359.17
4395116.924	7478437.627	-6685.114116	0.00326	359.17
4395186.445	7478437.627	-6682.546888	0.003269	359.17
4395255.965	7478437.627	-6679.644504	0.003279	359.17
4395325.486	7478437.627	-6676.402476	0.003289	359.17
4395395.006	7478437.627	-6672.82318	0.003299	359.17
4395464.527	7478437.627	-6668.912148	0.003309	359.17
4395534.047	7478437.627	-6664.67501	0.00332	359.17
4395603.568	7478437.627	-6660.114074	0.00333	359.17
4395673.088	7478437.627	-6655.226777	0.00334	359.17
4395742.609	7478437.627	-6650.009324	0.003351	359.17
4395812.13	7478437.627	-6644.461411	0.003361	359.17
4395881.65	7478437.627	-6638.586127	0.003372	359.17
4395951.171	7478437.627	-6632.388335	0.003382	359.17
4396020.691	7478437.627	-6625.877985	0.003393	359.17
4396090.212	7478437.627	-6619.074936	0.003404	359.17
4396159.732	7478437.627	-6612.007236	0.003415	359.17
4396229.253	7478437.627	-6604.703585	0.003426	359.17
4396298.773	7478437.627	-6597.187251	0.003437	359.17
4396368.294	7478437.627	-6589.474029	0.003449	359.17
4396437.814	7478437.627	-6581.572303	0.00346	359.17
4396507.335	7478437.627	-6573.48489	0.003471	359.17
4396576.856	7478437.627	-6565.21268	0.003483	359.17
4396646.376	7478437.627	-6556.757313	0.003495	359.17
4396715.897	7478437.627	-6548.121629	0.003507	359.17
4396785.417	7478437.627	-6539.310768	0.003518	359.17
4396854.938	7478437.627	-6530.335045	0.00353	359.17
4396924.458	7478437.627	-6521.210701	0.003542	359.17
4396993.979	7478437.627	-6511.956161	0.003555	359.17
4397063.499	7478437.627	-6502.587236	0.003567	359.17
4397133.02	7478437.627	-6493.115201	0.003579	359.17
4397202.54	7478437.627	-6483.547314	0.003592	359.17
4397272.061	7478437.627	-6473.887926	0.003605	359.17
4397341.582	7478437.627	-6464.140109	0.003618	359.17
4397411.102	7478437.627	-6454.307709	0.00363	359.17
4397480.623	7478437.627	-6444.396728	0.003644	359.17
4397550.143	7478437.627	-6434.415791	0.003657	359.17
4397619.664	7478437.627	-6424.376481	0.00367	359.17
4397689.184	7478437.627	-6414.293279	0.003683	359.17
4397758.705	7478437.627	-6404.182019	0.003697	359.17
4397828.225	7478437.627	-6394.057285	0.003711	359.17
4397897.746	7478437.627	-6383.930674	0.003725	359.17
4397967.267	7478437.627	-6373.810948	0.003738	359.17
4398036.787	7478437.627	-6363.705338	0.003753	359.17
4398106.308	7478437.627	-6353.620612	0.003767	359.17
4398175.828	7478437.627	-6343.563215	0.003781	359.17
4398245.349	7478437.627	-6333.538668	0.003796	359.17
4398314.869	7478437.627	-6323.550666	0.00381	359.17
4398384.39	7478437.627	-6313.599915	0.003825	359.17
4398453.91	7478437.627	-6303.682969	0.00384	359.17
4398523.431	7478437.627	-6293.792034	0.003856	359.17
4398592.951	7478437.627	-6283.916325	0.003871	359.17
4398662.472	7478437.627	-6274.043993	0.003886	359.17
4398731.993	7478437.627	-6264.163102	0.003902	359.17
4398801.513	7478437.627	-6254.26124	0.003918	359.17
4398871.034	7478437.627	-6244.324504	0.003934	359.17
4398940.554	7478437.627	-6234.336911	0.00395	359.17
4399010.075	7478437.627	-6224.280439	0.003966	359.17
4399079.595	7478437.627	-6214.135335	0.003983	359.17
4399149.116	7478437.627	-6203.881179	0.004	359.17
4399218.636	7478437.627	-6193.49969	0.004016	359.17
4399288.157	7478437.627	-6182.977892	0.004034	359.17
4399357.677	7478437.627	-6172.308594	0.004051	359.17
4399427.198	7478437.627	-6161.488215	0.004068	359.17
4399496.719	7478437.627	-6150.515327	0.004086	359.17
4399566.239	7478437.627	-6139.390731	0.004104	359.17
4399635.76	7478437.627	-6128.116399	0.004122	359.17
4399705.28	7478437.627	-6116.692837	0.00414	359.17
4399774.801	7478437.627	-6105.117822	0.004159	359.17
4399844.321	7478437.627	-6093.387553	0.004178	359.17
4399913.842	7478437.627	-6081.498146	0.004197	359.17
4399983.362	7478437.627	-6069.446535	0.004216	359.17
4400052.883	7478437.627	-6057.231262	0.004235	359.17
4400122.404	7478437.627	-6044.851755	0.004255	359.17
4400191.924	7478437.627	-6032.304887	0.004275	359.17
4400261.445	7478437.627	-6019.581724	0.004295	359.17
4400330.965	7478437.627	-6006.667228	0.004316	359.17
4400400.486	7478437.627	-5993.539814	0.004336	359.17
4400470.006	7478437.627	-5980.167427	0.004357	359.17
4400539.527	7478437.627	-5966.504854	0.004379	359.17
4400609.047	7478437.627	-5952.498871	0.0044	359.17
4400678.568	7478437.627	-5938.09821	0.004422	359.17
4400748.088	7478437.627	-5923.259745	0.004444	359.17
4400817.609	7478437.627	-5907.948735	0.004467	359.17
4400887.13	7478437.627	-5892.134952	0.004489	359.17
4400956.65	7478437.627	-5875.78397	0.004512	359.17
4401026.171	7478437.627	-5858.847112	0.004536	359.17
4401095.691	7478437.627	-5841.260026	0.004559	359.17
4401165.212	7478437.627	-5822.949047	0.004583	359.17
4401234.732	7478437.627	-5803.830565	0.004608	359.17
4401304.253	7478437.627	-5783.802863	0.004632	359.17
4401373.773	7478437.627	-5762.752126	0.004658	359.17
4401443.294	7478437.627	-5740.579929	0.004683	359.17
4401512.814	7478437.627	-5717.227001	0.004709	359.17
4401582.335	7478437.627	-5692.673009	0.004735	359.17
4401651.856	7478437.627	-5666.921751	0.004761	359.17
4401721.376	7478437.627	-5639.983833	0.004788	359.17
4401790.897	7478437.627	-5611.857198	0.004816	359.17
4401860.417	7478437.627	-5582.516475	0.004844	359.17
4401929.938	7478437.627	-5551.926609	0.004872	359.17
4401999.458	7478437.627	-5520.06639	0.0049	359.17
4402068.979	7478437.627	-5486.935485	0.00493	359.17
4402138.499	7478437.627	-5452.556088	0.004959	359.17
4402208.02	7478437.627	-5416.998357	0.004989	359.17
4402277.54	7478437.627	-5380.412615	0.00502	359.17
4402347.061	7478437.627	-5343.016803	0.005051	359.17
4402416.582	7478437.627	-5305.03038	0.005082	359.17
4402486.102	7478437.627	-5266.605428	0.005115	359.17
4402555.623	7478437.627	-5227.801282	0.005147	359.17
4402625.143	7478437.627	-5188.6016	0.005181	359.17
4402694.664	7478437.627	-5148.948133	0.005214	359.17
4402764.184	7478437.627	-5108.771605	0.005249	359.17
4402833.705	7478437.627	-5068.010637	0.005284	359.17
4402903.225	7478437.627	-5026.619529	0.005319	359.17
4402972.746	7478437.627	-4984.574338	0.005356	359.17
4403042.267	7478437.627	-4941.880703	0.005393	359.17
