X Y Z K_gauss trend plunge
4403737.472 7474855.435 -4504.362436 -9.29E-11 268.917 57.606
4403806.993 7474855.435 -4459.547405 -1.04E-10 268.811 57.715
4403876.513 7474855.435 -4415.01883 -1.08E-10 268.698 57.857
4403946.034 7474855.435 -4370.83654 -1.01E-10 268.58 58.034
4404015.554 7474855.435 -4327.036708 -7.80E-11 268.46 58.247
4404085.075 7474855.435 -4283.633189 -3.34E-11 268.339 58.5
4404154.595 7474855.435 -4240.622084 3.80E-11 268.219 58.8
4404224.116 7474855.435 -4197.9942 1.40E-10 268.102 59.153
4404293.636 7474855.435 -4155.752111 2.76E-10 267.987 59.564
4404363.157 7474855.435 -4113.921562 4.43E-10 267.876 60.039
4404432.677 7474855.435 -4072.554946 6.38E-10 267.769 60.579
4404502.198 7474855.435 -4031.736497 8.53E-10 267.664 61.182
4404571.719 7474855.435 -3991.597149 1.08E-09 267.563 61.843
4404641.239 7474855.435 -3952.336704 1.30E-09 267.466 62.55
4404710.76 7474855.435 -3914.243768 1.50E-09 267.372 63.294
4404780.28 7474855.435 -3877.692998 1.68E-09 267.282 64.064
4404849.801 7474855.435 -3843.090875 1.82E-09 267.199 64.851
4404919.321 7474855.435 -3810.765819 1.93E-09 267.125 65.65
4404988.842 7474855.435 -3780.844745 2.00E-09 267.062 66.46
4405058.362 7474855.435 -3753.16974 2.03E-09 267.014 67.283
4405127.883 7474855.435 -3727.288916 2.05E-09 266.982 68.125
4405197.404 7474855.435 -3702.551664 2.07E-09 266.969 68.993
4405266.924 7474855.435 -3678.30895 2.10E-09 266.975 69.893
4405336.445 7474855.435 -3654.126819 2.14E-09 267.003 70.823
4405405.965 7474855.435 -3629.884819 2.21E-09 267.055 71.776
4405475.486 7474855.435 -3605.739473 2.27E-09 267.133 72.74
4405545.006 7474855.435 -3582.048921 2.31E-09 267.24 73.699
4405614.527 7474855.435 -3559.328025 2.31E-09 267.377 74.642
4405684.047 7474855.435 -3538.204937 2.25E-09 267.546 75.561
4405753.568 7474855.435 -3519.326813 2.12E-09 267.747 76.454
4405823.088 7474855.435 -3503.210623 1.92E-09 267.982 77.321
4405892.609 7474855.435 -3490.071443 1.66E-09 268.255 78.163
4405962.13 7474855.435 -3479.688811 1.34E-09 268.572 78.98
4406031.65 7474855.435 -3471.402684 9.92E-10 268.944 79.764
4406101.171 7474855.435 -3464.288204 6.31E-10 269.384 80.507
4406170.691 7474855.435 -3457.441004 2.90E-10 269.908 81.194
4406240.212 7474855.435 -3450.233737 -4.59E-12 270.531 81.813
4406309.732 7474855.435 -3442.43545 -2.36E-10 271.262 82.354
4406379.253 7474855.435 -3434.166895 -3.96E-10 272.098 82.81
4406448.773 7474855.435 -3425.742624 -4.88E-10 273.027 83.184
4406518.294 7474855.435 -3417.487852 -5.26E-10 274.03 83.486
4406587.814 7474855.435 -3409.607388 -5.27E-10 275.087 83.734
4406657.335 7474855.435 -3402.146593 -5.08E-10 276.19 83.949
4406726.856 7474855.435 -3395.035271 -4.82E-10 277.343 84.154
4406796.376 7474855.435 -3388.16743 -4.56E-10 278.564 84.366
4406865.897 7474855.435 -3381.469407 -4.32E-10 279.876 84.595
4406935.417 7474855.435 -3374.934535 -4.09E-10 281.307 84.843
4407004.938 7474855.435 -3368.62263 -3.87E-10 282.877 85.103
4407074.458 7474855.435 -3362.633152 -3.67E-10 284.6 85.368
4407143.979 7474855.435 -3357.06869 -3.48E-10 286.482 85.627
4407213.499 7474855.435 -3352.00435 -3.32E-10 288.523 85.875
4407283.02 7474855.435 -3347.469306 -3.18E-10 290.716 86.106
4407352.54 7474855.435 -3343.441988 -3.05E-10 293.056 86.319
4407422.061 7474855.435 -3339.860538 -2.91E-10 295.534 86.511
4407491.582 7474855.435 -3336.644395 -2.76E-10 298.145 86.684
4407561.102 7474855.435 -3333.715557 -2.60E-10 300.876 86.837
4407630.623 7474855.435 -3331.011487 -2.44E-10 303.713 86.973
4407700.143 7474855.435 -3328.489773 -2.28E-10 306.633 87.091
4407769.664 7474855.435 -3326.125431 -2.11E-10 309.605 87.194
4407839.184 7474855.435 -3323.901494 -1.96E-10 312.602 87.281
4407908.705 7474855.435 -3321.799166 -1.81E-10 315.603 87.356
4407978.225 7474855.435 -3319.795507 -1.67E-10 318.609 87.419
4408047.746 7474855.435 -3317.868567 -1.55E-10 321.646 87.473
4408117.267 7474855.435 -3316.003861 -1.43E-10 324.756 87.52
4408186.787 7474855.435 -3314.199521 -1.32E-10 327.999 87.561
4408256.308 7474855.435 -3312.47094 -1.22E-10 331.454 87.596
4408325.828 7474855.435 -3310.851737 -1.13E-10 335.268 87.625
4408395.349 7474855.435 -3309.385029 -1.05E-10 339.701 87.648
4408464.869 7474855.435 -3308.106932 -1.01E-10 345.151 87.659
4408534.39 7474855.435 -3307.03479 -9.98E-11 352.034 87.644
4408603.91 7474855.435 -3306.17061 -1.04E-10 0.52 87.581
4408673.431 7474855.435 -3305.517953 -1.16E-10 10.248 87.438
4408742.951 7474855.435 -3305.098955 -1.45E-10 20.341 87.186
4408812.472 7474855.435 -3304.951762 -1.68E-10 29.985 86.809
4408881.993 7474855.435 -3305.101933 -1.51E-10 38.709 86.297
4408951.513 7474855.435 -3305.54962 -1.08E-10 45.951 85.661
4409021.034 7474855.435 -3306.346815 -5.61E-11 51.584 84.943
4409090.554 7474855.435 -3307.762349 -5.99E-11 55.905 84.173
4409160.075 7474855.435 -3310.393465 -9.27E-11 59.494 83.298
4409229.595 7474855.435 -3315.069089 -1.57E-10 62.473 82.313
4409299.116 7474855.435 -3322.55123 -2.66E-10 64.912 81.224
4409368.636 7474855.435 -3333.200837 -4.36E-10 66.853 80.053
4409438.157 7474855.435 -3346.809424 -6.88E-10 68.313 78.838
4409507.677 7474855.435 -3362.718109 -1.05E-09 69.275 77.654
4409577.198 7474855.435 -3380.114437 -1.55E-09 69.678 76.613
4409646.719 7474855.435 -3398.140183 -2.21E-09 69.406 75.872
4394282.677 7475034.545 -6796.195493 6.78E-11 170.979 88.566
4394352.198 7475034.545 -6796.897789 7.81E-11 174.097 88.571
4394421.719 7475034.545 -6797.39305 8.72E-11 178.053 88.573
4394491.239 7475034.545 -6797.657473 9.55E-11 182.75 88.568
4394560.76 7475034.545 -6797.678302 1.04E-10 188.106 88.55
4394630.28 7475034.545 -6797.452806 1.12E-10 194.015 88.515
4394699.801 7475034.545 -6796.985406 1.19E-10 200.301 88.458
4394769.321 7475034.545 -6796.282278 1.27E-10 206.71 88.374
4394838.842 7475034.545 -6795.345157 1.34E-10 212.963 88.262
4394908.362 7475034.545 -6794.16916 1.41E-10 218.823 88.119
4394977.883 7475034.545 -6792.744236 1.47E-10 224.018 87.953
4395047.404 7475034.545 -6791.054188 1.52E-10 228.623 87.764
4395116.924 7475034.545 -6789.072978 1.56E-10 232.681 87.551
4395186.445 7475034.545 -6786.76578 1.59E-10 236.227 87.316
4395255.965 7475034.545 -6784.096589 1.60E-10 239.319 87.063
4395325.486 7475034.545 -6781.034425 1.60E-10 242.014 86.793
4395395.006 7475034.545 -6777.553682 1.58E-10 244.364 86.508
4395464.527 7475034.545 -6773.632719 1.53E-10 246.414 86.211
4395534.047 7475034.545 -6769.253045 1.47E-10 248.203 85.906
4395603.568 7475034.545 -6764.397901 1.38E-10 249.766 85.594
4395673.088 7475034.545 -6759.054245 1.28E-10 251.132 85.282
4395742.609 7475034.545 -6753.221609 1.15E-10 252.327 84.971
4395812.13 7475034.545 -6746.918593 1.02E-10 253.374 84.665
4395881.65 7475034.545 -6740.176388 8.85E-11 254.293 84.367
4395951.171 7475034.545 -6733.026613 7.47E-11 255.1 84.08
4396020.691 7475034.545 -6725.498208 6.12E-11 255.812 83.807
4396090.212 7475034.545 -6717.622549 4.85E-11 256.44 83.549
4396159.732 7475034.545 -6709.43501 3.68E-11 256.996 83.307
4396229.253 7475034.545 -6700.970467 2.65E-11 257.488 83.083
4396298.773 7475034.545 -6692.259431 1.76E-11 257.924 82.877
4396368.294 7475034.545 -6683.327422 1.02E-11 258.312 82.69
4396437.814 7475034.545 -6674.195233 4.34E-12 258.658 82.52
4396507.335 7475034.545 -6664.880149 -1.96E-13 258.969 82.366
4396576.856 7475034.545 -6655.399188 -3.54E-12 259.248 82.227
4396646.376 7475034.545 -6645.77206 -5.88E-12 259.5 82.103
4396715.897 7475034.545 -6636.020894 -7.42E-12 259.73 81.99
4396785.417 7475034.545 -6626.167014 -8.35E-12 259.94 81.889
4396854.938 7475034.545 -6616.226977 -8.84E-12 260.133 81.797
4396924.458 7475034.545 -6606.209783 -9.01E-12 260.31 81.713
4396993.979 7475034.545 -6596.116915 -8.96E-12 260.474 81.637
4397063.499 7475034.545 -6585.945652 -8.78E-12 260.624 81.569
4397133.02 7475034.545 -6575.693356 -8.50E-12 260.762 81.507
4397202.54 7475034.545 -6565.359673 -8.14E-12 260.888 81.452
4397272.061 7475034.545 -6554.94616 -7.71E-12 261.003 81.404
4397341.582 7475034.545 -6544.455547 -7.17E-12 261.104 81.364
4397411.102 7475034.545 -6533.892083 -6.46E-12 261.193 81.332
4397480.623 7475034.545 -6523.262464 -5.51E-12 261.267 81.309
4397550.143 7475034.545 -6512.576557 -4.26E-12 261.326 81.296
4397619.664 7475034.545 -6501.847936 -2.67E-12 261.368 81.295
4397689.184 7475034.545 -6491.094044 -7.21E-13 261.392 81.307
4397758.705 7475034.545 -6480.335579 1.51E-12 261.397 81.331
4397828.225 7475034.545 -6469.59541 3.89E-12 261.383 81.367
4397897.746 7475034.545 -6458.898127 6.26E-12 261.351 81.415
4397967.267 7475034.545 -6448.271172 8.43E-12 261.301 81.473
4398036.787 7475034.545 -6437.7468 1.02E-11 261.234 81.541
4398106.308 7475034.545 -6427.361751 1.14E-11 261.151 81.616
4398175.828 7475034.545 -6417.151605 1.19E-11 261.052 81.696
4398245.349 7475034.545 -6407.141282 1.15E-11 260.939 81.78
4398314.869 7475034.545 -6397.337338 1.03E-11 260.813 81.866
4398384.39 7475034.545 -6387.726445 8.26E-12 260.675 81.949
4398453.91 7475034.545 -6378.280246 5.32E-12 260.529 82.029
4398523.431 7475034.545 -6368.964254 1.63E-12 260.38 82.1
4398592.951 7475034.545 -6359.747075 -2.54E-12 260.234 82.158
4398662.472 7475034.545 -6350.605526 -6.75E-12 260.102 82.199
4398731.993 7475034.545 -6341.524059 -1.04E-11 259.995 82.216
4398801.513 7475034.545 -6332.491391 -1.29E-11 259.925 82.205
4398871.034 7475034.545 -6323.497588 -1.37E-11 259.904 82.161
4398940.554 7475034.545 -6314.530683 -1.24E-11 259.94 82.081
4399010.075 7475034.545 -6305.569581 -9.06E-12 260.036 81.965
4399079.595 7475034.545 -6296.572908 -4.34E-12 260.189 81.815
4399149.116 7475034.545 -6287.468941 9.54E-13 260.389 81.635
4399218.636 7475034.545 -6278.153838 5.89E-12 260.625 81.43
4399288.157 7475034.545 -6268.50071 9.62E-12 260.887 81.204
4399357.677 7475034.545 -6258.376298 1.15E-11 261.167 80.962
4399427.198 7475034.545 -6247.662519 1.10E-11 261.456 80.708
4399496.719 7475034.545 -6236.281932 7.88E-12 261.751 80.447
4399566.239 7475034.545 -6224.221078 2.13E-12 262.047 80.181
4399635.76 7475034.545 -6211.541064 -6.07E-12 262.342 79.915
4399705.28 7475034.545 -6198.36896 -1.63E-11 262.633 79.652
4399774.801 7475034.545 -6184.867835 -2.77E-11 262.92 79.395
4399844.321 7475034.545 -6171.187626 -3.96E-11 263.202 79.146
4399913.842 7475034.545 -6157.41678 -5.10E-11 263.48 78.908
4399983.362 7475034.545 -6143.567478 -6.10E-11 263.755 78.679
4400052.883 7475034.545 -6129.603382 -6.91E-11 264.028 78.458
4400122.404 7475034.545 -6115.480268 -7.51E-11 264.3 78.242
4400191.924 7475034.545 -6101.166797 -7.92E-11 264.572 78.028
4400261.445 7475034.545 -6086.642383 -8.18E-11 264.842 77.81
4400330.965 7475034.545 -6071.887567 -8.36E-11 265.11 77.582
4400400.486 7475034.545 -6056.87516 -8.52E-11 265.375 77.339
4400470.006 7475034.545 -6041.562927 -8.69E-11 265.635 77.076
4400539.527 7475034.545 -6025.892981 -8.89E-11 265.888 76.789
4400609.047 7475034.545 -6009.802962 -9.11E-11 266.134 76.477
4400678.568 7475034.545 -5993.242049 -9.34E-11 266.371 76.137
4400748.088 7475034.545 -5976.178986 -9.55E-11 266.601 75.768
4400817.609 7475034.545 -5958.59931 -9.74E-11 266.821 75.368
4400887.13 7475034.545 -5940.497088 -9.92E-11 267.033 74.937
4400956.65 7475034.545 -5921.863752 -1.01E-10 267.235 74.472
4401026.171 7475034.545 -5902.677444 -1.02E-10 267.427 73.974
4401095.691 7475034.545 -5882.900722 -1.03E-10 267.609 73.441
4401165.212 7475034.545 -5862.485254 -1.04E-10 267.782 72.875
4401234.732 7475034.545 -5841.370285 -1.04E-10 267.944 72.277
4401304.253 7475034.545 -5819.474131 -1.03E-10 268.098 71.646
4401373.773 7475034.545 -5796.69731 -9.94E-11 268.242 70.985
4401443.294 7475034.545 -5772.944004 -9.32E-11 268.377 70.297
4401512.814 7475034.545 -5748.141674 -8.43E-11 268.502 69.586
4401582.335 7475034.545 -5722.243455 -7.35E-11 268.617 68.858
4401651.856 7475034.545 -5695.221442 -6.25E-11 268.72 68.12
4401721.376 7475034.545 -5667.057863 -5.28E-11 268.812 67.379
4401790.897 7475034.545 -5637.731331 -4.58E-11 268.894 66.643
4401860.417 7475034.545 -5607.209139 -4.17E-11 268.967 65.918
4401929.938 7475034.545 -5575.462864 -3.99E-11 269.031 65.211
4401999.458 7475034.545 -5542.494684 -3.93E-11 269.089 64.528
4402068.979 7475034.545 -5508.34443 -3.88E-11 269.142 63.872
4402138.499 7475034.545 -5473.076888 -3.78E-11 269.191 63.248
4402208.02 7475034.545 -5436.772542 -3.65E-11 269.235 62.658
4402277.54 7475034.545 -5399.525803 -3.49E-11 269.275 62.105
4402347.061 7475034.545 -5361.438022 -3.32E-11 269.312 61.588
4402416.582 7475034.545 -5322.606746 -3.17E-11 269.344 61.109
4402486.102 7475034.545 -5283.120996 -3.03E-11 269.373 60.667
4402555.623 7475034.545 -5243.058667 -2.92E-11 269.398 60.26
4402625.143 7475034.545 -5202.479101 -2.85E-11 269.419 59.886
4402694.664 7475034.545 -5161.418487 -2.84E-11 269.436 59.544
4402764.184 7475034.545 -5119.896768 -2.89E-11 269.448 59.23
4402833.705 7475034.545 -5077.928993 -3.01E-11 269.456 58.941
4402903.225 7475034.545 -5035.530748 -3.17E-11 269.459 58.675
4402972.746 7475034.545 -4992.719099 -3.35E-11 269.457 58.432
4403042.267 7475034.545 -4949.514156 -3.52E-11 269.449 58.211
4403111.787 7475034.545 -4905.939552 -3.65E-11 269.436 58.013
4403181.308 7475034.545 -4862.020418 -3.74E-11 269.418 57.841
4403250.828 7475034.545 -4817.782931 -3.83E-11 269.392 57.695
4403320.349 7475034.545 -4773.256964 -3.99E-11 269.359 57.577
4403389.869 7475034.545 -4728.477947 -4.30E-11 269.318 57.488
4403459.39 7475034.545 -4683.48723 -4.81E-11 269.266 57.429
4403528.91 7475034.545 -4638.334968 -5.54E-11 269.204 57.4
4403598.431 7475034.545 -4593.085579 -6.46E-11 269.13 57.401
4403667.951 7475034.545 -4547.819992 -7.45E-11 269.047 57.434
4403737.472 7475034.545 -4502.630376 -8.31E-11 268.955 57.498
4403806.993 7475034.545 -4457.608621 -8.72E-11 268.855 57.596
4403876.513 7475034.545 -4412.834068 -8.26E-11 268.749 57.729
4403946.034 7475034.545 -4368.366176 -6.45E-11 268.64 57.898
4404015.554 7475034.545 -4324.242725 -2.75E-11 268.53 58.108
4404085.075 7475034.545 -4280.480771 3.36E-11 268.421 58.362
4404154.595 7475034.545 -4237.081863 1.24E-10 268.313 58.666
4404224.116 7475034.545 -4194.045457 2.46E-10 268.208 59.027
4404293.636 7475034.545 -4151.386331 4.03E-10 268.106 59.451
4404363.157 7475034.545 -4109.145887 5.92E-10 268.008 59.943
4404432.677 7475034.545 -4067.395905 8.08E-10 267.913 60.503
4404502.198 7475034.545 -4026.244722 1.04E-09 267.822 61.13
4404571.719 7475034.545 -3985.852649 1.28E-09 267.734 61.815
4404641.239 7475034.545 -3946.451979 1.52E-09 267.649 62.549
4404710.76 7475034.545 -3908.360187 1.74E-09 267.57 63.32
4404780.28 7475034.545 -3871.966747 1.92E-09 267.496 64.115
4404849.801 7475034.545 -3837.66954 2.06E-09 267.431 64.926
4404919.321 7475034.545 -3805.762977 2.16E-09 267.375 65.745
4404988.842 7475034.545 -3776.322306 2.21E-09 267.333 66.571
4405058.362 7475034.545 -3749.133385 2.23E-09 267.305 67.407
4405127.883 7475034.545 -3723.695544 2.22E-09 267.295 68.259
4405197.404 7475034.545 -3699.324452 2.22E-09 267.303 69.133
4405266.924 7475034.545 -3675.355487 2.23E-09 267.329 70.035
4405336.445 7475034.545 -3651.357122 2.27E-09 267.375 70.966
4405405.965 7475034.545 -3627.227655 2.33E-09 267.442 71.92
4405475.486 7475034.545 -3603.155661 2.39E-09 267.533 72.885
4405545.006 7475034.545 -3579.538745 2.42E-09 267.65 73.847
4405614.527 7475034.545 -3556.929342 2.42E-09 267.794 74.794
4405684.047 7475034.545 -3535.981093 2.35E-09 267.967 75.719
4405753.568 7475034.545 -3517.34882 2.22E-09 268.17 76.62
4405823.088 7475034.545 -3501.543012 2.02E-09 268.407 77.497
4405892.609 7475034.545 -3488.76894 1.75E-09 268.68 78.352
4405962.13 7475034.545 -3478.798594 1.44E-09 268.999 79.181
4406031.65 7475034.545 -3470.957361 1.08E-09 269.371 79.978
4406101.171 7475034.545 -3464.286036 7.20E-10 269.811 80.732
4406170.691 7475034.545 -3457.834364 3.75E-10 270.336 81.43
4406240.212 7475034.545 -3450.949306 7.53E-11 270.959 82.057
4406309.732 7475034.545 -3443.417122 -1.62E-10 271.688 82.602
4406379.253 7475034.545 -3435.403527 -3.29E-10 272.521 83.061
4406448.773 7475034.545 -3427.257517 -4.32E-10 273.446 83.434
4406518.294 7475034.545 -3419.30652 -4.82E-10 274.442 83.733
4406587.814 7475034.545 -3411.736561 -4.98E-10 275.493 83.976
4406657.335 7475034.545 -3404.578967 -4.96E-10 276.592 84.184
4406726.856 7475034.545 -3397.768878 -4.87E-10 277.746 84.381
4406796.376 7475034.545 -3391.218252 -4.75E-10 278.975 84.584
4406865.897 7475034.545 -3384.864072 -4.62E-10 280.307 84.803
4406935.417 7475034.545 -3378.688295 -4.46E-10 281.769 85.041
4407004.938 7475034.545 -3372.721058 -4.29E-10 283.385 85.292
4407074.458 7475034.545 -3367.031312 -4.10E-10 285.169 85.549
4407143.979 7475034.545 -3361.705236 -3.92E-10 287.128 85.801
4407213.499 7475034.545 -3356.818356 -3.75E-10 289.264 86.043
4407283.02 7475034.545 -3352.411369 -3.58E-10 291.572 86.269
4407352.54 7475034.545 -3348.478985 -3.40E-10 294.046 86.476
4407422.061 7475034.545 -3344.976587 -3.21E-10 296.677 86.664
4407491.582 7475034.545 -3341.839616 -3.01E-10 299.453 86.831
4407561.102 7475034.545 -3339.002682 -2.80E-10 302.356 86.977
4407630.623 7475034.545 -3336.410014 -2.58E-10 305.359 87.105
4407700.143 7475034.545 -3334.018665 -2.38E-10 308.428 87.214
4407769.664 7475034.545 -3331.79719 -2.19E-10 311.525 87.307
4407839.184 7475034.545 -3329.720348 -2.02E-10 314.614 87.383
4407908.705 7475034.545 -3327.763648 -1.88E-10 317.674 87.447
4407978.225 7475034.545 -3325.903378 -1.75E-10 320.709 87.499
4408047.746 7475034.545 -3324.12181 -1.64E-10 323.751 87.543
4408117.267 7475034.545 -3322.412108 -1.55E-10 326.852 87.579
4408186.787 7475034.545 -3320.78014 -1.48E-10 330.083 87.61
4408256.308 7475034.545 -3319.24401 -1.41E-10 333.547 87.637
4408325.828 7475034.545 -3317.830784 -1.37E-10 337.426 87.658
4408395.349 7475034.545 -3316.568747 -1.37E-10 342.03 87.672
4408464.869 7475034.545 -3315.478586 -1.43E-10 347.802 87.671
4408534.39 7475034.545 -3314.571629 -1.56E-10 355.163 87.64
4408603.91 7475034.545 -3313.858398 -1.79E-10 4.182 87.549
4408673.431 7475034.545 -3313.360862 -2.17E-10 14.293 87.365
4408742.951 7475034.545 -3313.115959 -2.76E-10 24.445 87.06
4408812.472 7475034.545 -3313.159416 -3.48E-10 33.733 86.622
4408881.993 7475034.545 -3313.497248 -3.79E-10 41.867 86.05
4408951.513 7475034.545 -3314.116788 -3.88E-10 48.51 85.361
4409021.034 7475034.545 -3315.105792 -3.88E-10 53.652 84.594
4409090.554 7475034.545 -3316.84493 -4.40E-10 57.584 83.783
4409160.075 7475034.545 -3320.08478 -5.10E-10 60.874 82.862
4409229.595 7475034.545 -3325.744276 -6.14E-10 63.586 81.838
4409299.116 7475034.545 -3334.514005 -7.64E-10 65.785 80.723
4409368.636 7475034.545 -3346.533123 -9.72E-10 67.509 79.542
4409438.157 7475034.545 -3361.345283 -1.26E-09 68.768 78.346
4409507.677 7475034.545 -3378.14498 -1.64E-09 69.539 77.213
4409577.198 7475034.545 -3396.102749 -2.13E-09 69.756 76.262
4409646.719 7475034.545 -3414.405307 -2.75E-09 69.298 75.65
4394282.677 7475213.655 -6791.739083 7.54E-11 170.536 88.534
4394352.198 7475213.655 -6792.461033 8.66E-11 173.539 88.54
4394421.719 7475213.655 -6792.970994 9.65E-11 177.429 88.544
4394491.239 7475213.655 -6793.243856 1.06E-10 182.13 88.54
4394560.76 7475213.655 -6793.265862 1.14E-10 187.57 88.524
4394630.28 7475213.655 -6793.033839 1.23E-10 193.618 88.49
4394699.801 7475213.655 -6792.552494 1.30E-10 200.053 88.432
4394769.321 7475213.655 -6791.828901 1.38E-10 206.576 88.347
4394838.842 7475213.655 -6790.865962 1.45E-10 212.888 88.232
4394908.362 7475213.655 -6789.659961 1.51E-10 218.759 88.088
4394977.883 7475213.655 -6788.201954 1.57E-10 223.942 87.921
4395047.404 7475213.655 -6786.476775 1.63E-10 228.52 87.731
4395116.924 7475213.655 -6784.459308 1.67E-10 232.559 87.518
4395186.445 7475213.655 -6782.115539 1.70E-10 236.089 87.285
4395255.965 7475213.655 -6779.410258 1.71E-10 239.17 87.033
4395325.486 7475213.655 -6776.313275 1.71E-10 241.858 86.765
4395395.006 7475213.655 -6772.799631 1.69E-10 244.204 86.482
4395464.527 7475213.655 -6768.848135 1.65E-10 246.253 86.189
4395534.047 7475213.655 -6764.440872 1.58E-10 248.044 85.887
4395603.568 7475213.655 -6759.562273 1.50E-10 249.61 85.58
4395673.088 7475213.655 -6754.201096 1.39E-10 250.98 85.271
4395742.609 7475213.655 -6748.358561 1.26E-10 252.18 84.964
4395812.13 7475213.655 -6742.054057 1.13E-10 253.233 84.663
4395881.65 7475213.655 -6735.318608 9.85E-11 254.159 84.37
4395951.171 7475213.655 -6728.183223 8.41E-11 254.974 84.088
4396020.691 7475213.655 -6720.676172 7.00E-11 255.694 83.819
4396090.212 7475213.655 -6712.828116 5.66E-11 256.33 83.565
4396159.732 7475213.655 -6704.673659 4.43E-11 256.893 83.327
4396229.253 7475213.655 -6696.246966 3.33E-11 257.392 83.106
4396298.773 7475213.655 -6687.577941 2.37E-11 257.836 82.903
4396368.294 7475213.655 -6678.691431 1.57E-11 258.232 82.717
4396437.814 7475213.655 -6669.607319 9.23E-12 258.585 82.548
4396507.335 7475213.655 -6660.341752 4.15E-12 258.902 82.396
4396576.856 7475213.655 -6650.91052 3.03E-13 259.188 82.258
4396646.376 7475213.655 -6641.332056 -2.49E-12 259.447 82.134
4396715.897 7475213.655 -6631.62709 -4.43E-12 259.682 82.021
4396785.417 7475213.655 -6621.815481 -5.72E-12 259.898 81.919
4396854.938 7475213.655 -6611.912563 -6.52E-12 260.096 81.827
4396924.458 7475213.655 -6601.926782 -6.97E-12 260.278 81.742
4396993.979 7475213.655 -6591.860017 -7.17E-12 260.446 81.665
4397063.499 7475213.655 -6581.710815 -7.22E-12 260.602 81.595
4397133.02 7475213.655 -6571.478234 -7.16E-12 260.744 81.532
4397202.54 7475213.655 -6561.163414 -7.01E-12 260.874 81.476
4397272.061 7475213.655 -6550.768814 -6.79E-12 260.992 81.427
4397341.582 7475213.655 -6540.29752 -6.46E-12 261.098 81.386
4397411.102 7475213.655 -6529.753907 -5.98E-12 261.19 81.353
4397480.623 7475213.655 -6519.144802 -5.29E-12 261.268 81.329
4397550.143 7475213.655 -6508.480278 -4.31E-12 261.33 81.315
4397619.664 7475213.655 -6497.774111 -3.01E-12 261.375 81.313
4397689.184 7475213.655 -6487.043871 -1.36E-12 261.402 81.322
4397758.705 7475213.655 -6476.310264 5.75E-13 261.41 81.344
4397828.225 7475213.655 -6465.595976 2.70E-12 261.4 81.379
4397897.746 7475213.655 -6454.925034 4.85E-12 261.372 81.424
4397967.267 7475213.655 -6444.323583 6.85E-12 261.326 81.48
4398036.787 7475213.655 -6433.82155 8.52E-12 261.262 81.545
4398106.308 7475213.655 -6423.452411 9.67E-12 261.183 81.617
4398175.828 7475213.655 -6413.248324 1.02E-11 261.088 81.694
4398245.349 7475213.655 -6403.231894 9.95E-12 260.979 81.775
4398314.869 7475213.655 -6393.409509 8.90E-12 260.856 81.856
4398384.39 7475213.655 -6383.769817 7.02E-12 260.722 81.937
4398453.91 7475213.655 -6374.287502 4.30E-12 260.579 82.012
4398523.431 7475213.655 -6364.930738 8.27E-13 260.432 82.08
4398592.951 7475213.655 -6355.669491 -3.20E-12 260.289 82.134
4398662.472 7475213.655 -6346.480566 -7.43E-12 260.158 82.172
4398731.993 7475213.655 -6337.34751 -1.14E-11 260.05 82.187
4398801.513 7475213.655 -6328.257705 -1.45E-11 259.978 82.174
4398871.034 7475213.655 -6319.199541 -1.63E-11 259.953 82.13
4398940.554 7475213.655 -6310.158972 -1.65E-11 259.984 82.052
4399010.075 7475213.655 -6301.112716 -1.50E-11 260.072 81.939
4399079.595 7475213.655 -6292.018209 -1.22E-11 260.215 81.794
4399149.116 7475213.655 -6282.805565 -8.81E-12 260.405 81.619
4399218.636 7475213.655 -6273.3781 -5.55E-12 260.631 81.421
4399288.157 7475213.655 -6263.622334 -3.15E-12 260.883 81.203
4399357.677 7475213.655 -6253.422719 -2.20E-12 261.153 80.969
4399427.198 7475213.655 -6242.678689 -3.14E-12 261.434 80.725
4399496.719 7475213.655 -6231.32509 -6.23E-12 261.721 80.472
4399566.239 7475213.655 -6219.351828 -1.15E-11 262.011 80.216
4399635.76 7475213.655 -6206.812821 -1.89E-11 262.3 79.958
4399705.28 7475213.655 -6193.818097 -2.79E-11 262.587 79.704
4399774.801 7475213.655 -6180.507723 -3.81E-11 262.871 79.454
4399844.321 7475213.655 -6167.009911 -4.85E-11 263.152 79.213
4399913.842 7475213.655 -6153.400115 -5.84E-11 263.43 78.98
4399983.362 7475213.655 -6139.688957 -6.70E-11 263.706 78.756
4400052.883 7475213.655 -6125.846476 -7.37E-11 263.982 78.539
4400122.404 7475213.655 -6111.83671 -7.82E-11 264.257 78.326
4400191.924 7475213.655 -6097.634245 -8.07E-11 264.532 78.113
4400261.445 7475213.655 -6083.221098 -8.15E-11 264.807 77.896
4400330.965 7475213.655 -6068.578181 -8.13E-11 265.08 77.668
4400400.486 7475213.655 -6053.678048 -8.07E-11 265.349 77.425
4400470.006 7475213.655 -6038.478731 -8.02E-11 265.613 77.162
4400539.527 7475213.655 -6022.923431 -8.00E-11 265.87 76.875
4400609.047 7475213.655 -6006.951189 -8.03E-11 266.119 76.561
4400678.568 7475213.655 -5990.512029 -8.08E-11 266.36 76.22
4400748.088 7475213.655 -5973.574367 -8.12E-11 266.592 75.85
4400817.609 7475213.655 -5956.122203 -8.15E-11 266.816 75.449
4400887.13 7475213.655 -5938.147236 -8.16E-11 267.03 75.015
