X Y Z K_gauss trend plunge
4397480.623 7489721.531 -6176.263737 -9.31E-11 259.615 84.24
4397550.143 7489721.531 -6169.203841 -8.77E-11 259.98 84.077
4397619.664 7489721.531 -6161.930105 -8.27E-11 260.312 83.92
4397689.184 7489721.531 -6154.455707 -7.83E-11 260.618 83.767
4397758.705 7489721.531 -6146.796784 -7.44E-11 260.902 83.619
4397828.225 7489721.531 -6138.967715 -7.10E-11 261.166 83.474
4397897.746 7489721.531 -6130.978466 -6.84E-11 261.415 83.334
4397967.267 7489721.531 -6122.835046 -6.63E-11 261.649 83.196
4398036.787 7489721.531 -6114.539988 -6.50E-11 261.872 83.062
4398106.308 7489721.531 -6106.092082 -6.44E-11 262.085 82.931
4398175.828 7489721.531 -6097.48711 -6.44E-11 262.291 82.801
4398245.349 7489721.531 -6088.719383 -6.51E-11 262.491 82.673
4398314.869 7489721.531 -6079.782848 -6.64E-11 262.686 82.546
4398384.39 7489721.531 -6070.672766 -6.83E-11 262.878 82.418
4398453.91 7489721.531 -6061.388484 -7.06E-11 263.067 82.291
4398523.431 7489721.531 -6051.934015 -7.32E-11 263.254 82.164
4398592.951 7489721.531 -6042.314421 -7.59E-11 263.439 82.039
4398662.472 7489721.531 -6032.531808 -7.85E-11 263.622 81.916
4398731.993 7489721.531 -6022.584885 -8.05E-11 263.802 81.797
4398801.513 7489721.531 -6012.470328 -8.14E-11 263.979 81.685
4398871.034 7489721.531 -6002.183107 -8.07E-11 264.153 81.584
4398940.554 7489721.531 -5991.717523 -7.75E-11 264.323 81.496
4399010.075 7489721.531 -5981.07133 -7.07E-11 264.485 81.428
4399079.595 7489721.531 -5970.251071 -5.90E-11 264.639 81.383
4399149.116 7489721.531 -5959.275467 -4.14E-11 264.78 81.368
4399218.636 7489721.531 -5948.176658 -1.74E-11 264.906 81.386
4399288.157 7489721.531 -5937.000445 1.25E-11 265.016 81.44
4399357.677 7489721.531 -5925.805596 4.63E-11 265.112 81.53
4399427.198 7489721.531 -5914.662373 8.12E-11 265.195 81.652
4399496.719 7489721.531 -5903.652213 1.14E-10 265.269 81.802
4399566.239 7489721.531 -5892.871647 1.41E-10 265.338 81.972
4399635.76 7489721.531 -5882.439517 1.59E-10 265.407 82.154
4399705.28 7489721.531 -5872.495004 1.66E-10 265.479 82.339
4399774.801 7489721.531 -5863.168843 1.60E-10 265.561 82.517
4399844.321 7489721.531 -5854.530706 1.41E-10 265.658 82.677
4399913.842 7489721.531 -5846.546709 1.09E-10 265.774 82.81
4399983.362 7489721.531 -5839.080765 6.39E-11 265.911 82.906
4400052.883 7489721.531 -5831.936543 9.65E-12 266.071 82.956
4400122.404 7489721.531 -5824.906766 -5.09E-11 266.251 82.953
4400191.924 7489721.531 -5817.80327 -1.14E-10 266.447 82.894
4400261.445 7489721.531 -5810.466337 -1.75E-10 266.653 82.774
4400330.965 7489721.531 -5802.764331 -2.31E-10 266.861 82.593
4400400.486 7489721.531 -5794.589469 -2.78E-10 267.063 82.353
4400470.006 7489721.531 -5785.851637 -3.14E-10 267.253 82.055
4400539.527 7489721.531 -5776.477391 -3.40E-10 267.426 81.708
4400609.047 7489721.531 -5766.418801 -3.57E-10 267.58 81.319
4400678.568 7489721.531 -5755.662295 -3.66E-10 267.714 80.897
4400748.088 7489721.531 -5744.224838 -3.69E-10 267.828 80.452
4400817.609 7489721.531 -5732.140203 -3.68E-10 267.923 79.99
4400887.13 7489721.531 -5719.445772 -3.65E-10 268.001 79.52
4400956.65 7489721.531 -5706.172145 -3.61E-10 268.064 79.044
4401026.171 7489721.531 -5692.335726 -3.55E-10 268.114 78.567
4401095.691 7489721.531 -5677.940206 -3.49E-10 268.154 78.092
4401165.212 7489721.531 -5662.985895 -3.43E-10 268.186 77.619
4401234.732 7489721.531 -5647.473925 -3.35E-10 268.212 77.15
4401304.253 7489721.531 -5631.400737 -3.27E-10 268.236 76.682
4401373.773 7489721.531 -5614.754993 -3.18E-10 268.26 76.215
4401443.294 7489721.531 -5597.524031 -3.08E-10 268.286 75.747
4401512.814 7489721.531 -5579.700438 -2.96E-10 268.316 75.276
4401582.335 7489721.531 -5561.281354 -2.84E-10 268.354 74.802
4401651.856 7489721.531 -5542.265462 -2.70E-10 268.4 74.324
4401721.376 7489721.531 -5522.650413 -2.57E-10 268.455 73.844
4401790.897 7489721.531 -5502.427125 -2.44E-10 268.522 73.365
4401860.417 7489721.531 -5481.575299 -2.33E-10 268.599 72.889
4401929.938 7489721.531 -5460.068893 -2.25E-10 268.689 72.42
4401999.458 7489721.531 -5437.885471 -2.21E-10 268.79 71.961
4402068.979 7489721.531 -5415.006456 -2.20E-10 268.903 71.516
4402138.499 7489721.531 -5391.413735 -2.25E-10 269.029 71.087
4402208.02 7489721.531 -5367.098253 -2.35E-10 269.166 70.678
4402277.54 7489721.531 -5342.076295 -2.53E-10 269.317 70.289
4402347.061 7489721.531 -5316.394277 -2.78E-10 269.481 69.921
4402416.582 7489721.531 -5290.119156 -3.12E-10 269.657 69.573
4402486.102 7489721.531 -5263.328808 -3.55E-10 269.848 69.246
4402555.623 7489721.531 -5236.108989 -4.06E-10 270.051 68.937
4402625.143 7489721.531 -5208.550657 -4.64E-10 270.267 68.642
4402694.664 7489721.531 -5180.742536 -5.29E-10 270.495 68.359
4402764.184 7489721.531 -5152.757314 -5.98E-10 270.735 68.082
4402833.705 7489721.531 -5124.630726 -6.71E-10 270.984 67.804
4402903.225 7489721.531 -5096.342361 -7.45E-10 271.24 67.518
4402972.746 7489721.531 -5067.817739 -8.19E-10 271.502 67.217
4403042.267 7489721.531 -5038.958438 -8.91E-10 271.765 66.892
4403111.787 7489721.531 -5009.677946 -9.58E-10 272.026 66.535
4403181.308 7489721.531 -4979.915521 -1.02E-09 272.28 66.142
4403250.828 7489721.531 -4949.625835 -1.07E-09 272.524 65.711
4403320.349 7489721.531 -4918.75993 -1.11E-09 272.754 65.243
4403389.869 7489721.531 -4887.247734 -1.13E-09 272.967 64.742
4403459.39 7489721.531 -4854.988416 -1.14E-09 273.16 64.217
4403528.91 7489721.531 -4821.856048 -1.12E-09 273.331 63.677
4403598.431 7489721.531 -4787.716044 -1.08E-09 273.478 63.134
4403667.951 7489721.531 -4752.438575 -1.02E-09 273.602 62.6
4403737.472 7489721.531 -4715.912702 -9.29E-10 273.701 62.091
4403806.993 7489721.531 -4678.077657 -8.20E-10 273.775 61.62
4403876.513 7489721.531 -4638.960467 -6.93E-10 273.825 61.199
4403946.034 7489721.531 -4598.684721 -5.55E-10 273.852 60.84
4404015.554 7489721.531 -4557.443718 -4.14E-10 273.858 60.549
4404085.075 7489721.531 -4515.469967 -2.77E-10 273.844 60.33
4404154.595 7489721.531 -4473.022901 -1.52E-10 273.814 60.182
4404224.116 7489721.531 -4430.38431 -4.66E-11 273.768 60.103
4404293.636 7489721.531 -4387.845262 3.64E-11 273.708 60.087
4404363.157 7489721.531 -4345.682993 9.54E-11 273.637 60.128
4404432.677 7489721.531 -4304.135143 1.32E-10 273.556 60.218
4404502.198 7489721.531 -4263.374064 1.52E-10 273.467 60.351
4404571.719 7489721.531 -4223.476637 1.66E-10 273.37 60.521
4404641.239 7489721.531 -4184.39496 1.86E-10 273.268 60.728
4404710.76 7489721.531 -4145.954865 2.29E-10 273.161 60.97
4404780.28 7489721.531 -4107.903242 3.12E-10 273.05 61.25
4404849.801 7489721.531 -4069.986128 4.48E-10 272.936 61.57
4404919.321 7489721.531 -4032.018403 6.48E-10 272.819 61.931
4404988.842 7489721.531 -3993.925568 9.15E-10 272.701 62.33
4405058.362 7489721.531 -3955.762404 1.24E-09 272.583 62.766
4405127.883 7489721.531 -3917.718142 1.62E-09 272.468 63.231
4405197.404 7489721.531 -3880.114183 2.04E-09 272.362 63.719
4405266.924 7489721.531 -3843.389563 2.45E-09 272.273 64.224
4405336.445 7489721.531 -3808.046035 2.82E-09 272.209 64.738
4405405.965 7489721.531 -3774.524998 3.12E-09 272.176 65.259
4405475.486 7489721.531 -3743.051484 3.33E-09 272.182 65.788
4405545.006 7489721.531 -3713.540631 3.42E-09 272.226 66.327
4405614.527 7489721.531 -3685.623464 3.43E-09 272.308 66.881
4405684.047 7489721.531 -3658.759642 3.38E-09 272.424 67.454
4405753.568 7489721.531 -3632.375355 3.32E-09 272.569 68.053
4405823.088 7489721.531 -3605.98654 3.32E-09 272.734 68.68
4405892.609 7489721.531 -3579.286096 3.43E-09 272.913 69.341
4405962.13 7489721.531 -3552.191327 3.72E-09 273.098 70.042
4406031.65 7489721.531 -3524.861654 4.23E-09 273.281 70.791
4406101.171 7489721.531 -3497.683964 4.99E-09 273.458 71.603
4406170.691 7489721.531 -3471.204416 5.99E-09 273.627 72.494
4406240.212 7489721.531 -3446.0099 7.20E-09 273.789 73.482
4406309.732 7489721.531 -3422.615709 8.53E-09 273.949 74.578
4406379.253 7489721.531 -3401.414173 9.89E-09 274.114 75.791
4406448.773 7489721.531 -3382.669617 1.11E-08 274.296 77.122
4406518.294 7489721.531 -3366.515671 1.21E-08 274.506 78.568
4406587.814 7489721.531 -3352.967454 1.28E-08 274.758 80.119
4406657.335 7489721.531 -3341.984531 1.30E-08 275.068 81.758
4406726.856 7489721.531 -3333.545669 1.27E-08 275.454 83.467
4406796.376 7489721.531 -3327.654215 1.20E-08 275.96 85.222
4406865.897 7489721.531 -3324.274585 1.10E-08 276.729 87.006
4406935.417 7489721.531 -3323.283497 9.73E-09 278.817 88.805
4407004.938 7489721.531 -3324.487099 8.40E-09 90.786 89.378
4407074.458 7489721.531 -3327.683845 7.06E-09 95.288 87.548
4407143.979 7489721.531 -3332.7368 5.74E-09 96.262 85.687
4407213.499 7489721.531 -3339.62341 4.42E-09 96.863 83.789
4407283.02 7489721.531 -3348.429147 3.06E-09 97.333 81.851
4407352.54 7489721.531 -3359.294432 1.61E-09 97.727 79.877
4407422.061 7489721.531 -3372.383682 3.61E-11 98.062 77.884
4407491.582 7489721.531 -3387.913585 -1.64E-09 98.342 75.894
4407561.102 7489721.531 -3406.188163 -3.36E-09 98.568 73.939
4407630.623 7489721.531 -3427.582089 -5.02E-09 98.743 72.054
4407700.143 7489721.531 -3452.479326 -6.44E-09 98.872 70.277
4407769.664 7489721.531 -3481.183497 -7.47E-09 98.968 68.646
4407839.184 7489721.531 -3513.796172 -7.96E-09 99.045 67.193
4407908.705 7489721.531 -3550.110938 -7.84E-09 99.12 65.941
4407978.225 7489721.531 -3589.612997 -7.11E-09 99.207 64.908
4408047.746 7489721.531 -3631.591865 -5.84E-09 99.317 64.101
4408117.267 7489721.531 -3675.268903 -4.16E-09 99.458 63.524
4408186.787 7489721.531 -3719.844627 -2.23E-09 99.635 63.175
4408256.308 7489721.531 -3764.456825 -2.21E-10 99.854 63.048
4408325.828 7489721.531 -3808.132035 1.69E-09 100.116 63.132
4408395.349 7489721.531 -3849.840323 3.35E-09 100.421 63.412
4408464.869 7489721.531 -3888.67111 4.62E-09 100.766 63.869
4408534.39 7489721.531 -3924.02404 5.43E-09 101.142 64.478
4408603.91 7489721.531 -3955.712592 5.76E-09 101.53 65.209
4408673.431 7489721.531 -3983.967333 5.65E-09 101.909 66.027
4408742.951 7489721.531 -4009.356481 5.18E-09 102.251 66.899
4408812.472 7489721.531 -4032.642772 4.48E-09 102.528 67.793
4408881.993 7489721.531 -4054.629332 3.70E-09 102.714 68.681
4408951.513 7489721.531 -4076.042899 2.96E-09 102.791 69.542
4409021.034 7489721.531 -4097.445247 2.34E-09 102.753 70.366
4409090.554 7489721.531 -4119.152458 1.91E-09 102.612 71.155
4409160.075 7489721.531 -4141.191782 1.64E-09 102.388 71.924
4409229.595 7489721.531 -4163.342053 1.53E-09 102.108 72.699
4409299.116 7489721.531 -4185.250857 1.51E-09 101.795 73.52
4409368.636 7489721.531 -4206.568408 1.54E-09 101.461 74.433
4409438.157 7489721.531 -4227.031674 1.57E-09 101.119 75.492
4409507.677 7489721.531 -4246.45768 1.57E-09 100.785 76.756
4409577.198 7489721.531 -4264.654611 1.52E-09 100.5 78.287
4409646.719 7489721.531 -4281.324878 1.44E-09 100.347 80.14
4409716.239 7489721.531 -4296.049477 1.38E-09 100.505 82.349
4409785.76 7489721.531 -4308.361373 1.36E-09 101.504 84.916
4409855.28 7489721.531 -4317.822045 1.36E-09 106.715 87.793
4409924.801 7489721.531 -4324.017435 1.33E-09 255.259 88.962
4409994.321 7489721.531 -4326.457587 1.19E-09 271.249 85.741
4410063.842 7489721.531 -4324.414474 1.28E-09 273.367 82.44
4410133.362 7489721.531 -4316.791809 1.86E-09 274.399 79.051
4410202.883 7489721.531 -4302.21537 1.57E-09 275.081 75.654
4410272.404 7489721.531 -4279.498838 -7.69E-11 275.556 72.219
4410341.924 7489721.531 -4248.327856 -1.23E-09 275.802 68.725
4410411.445 7489721.531 -4209.679278 -1.75E-09 275.942 65.329
4410480.965 7489721.531 -4165.631098 -2.11E-09 276.052 62.188
4410550.486 7489721.531 -4118.795358 -2.28E-09 276.152 59.429
4410620.006 7489721.531 -4071.936264 -2.26E-09 276.258 57.192
4410689.527 7489721.531 -4027.917778 -2.07E-09 276.383 55.633
4410759.047 7489721.531 -3989.46299 -1.77E-09 276.54 54.932
4410828.568 7489721.531 -3958.308217 -1.43E-09 276.76 55.304
4410898.088 7489721.531 -3934.225545 -1.10E-09 277.1 56.996
4394977.883 7489900.641 -6267.25746 -6.90E-11 167.212 88.204
4395047.404 7489900.641 -6267.64817 -7.12E-11 169.69 88.24
4395116.924 7489900.641 -6267.936941 -7.40E-11 172.182 88.272
4395186.445 7489900.641 -6268.12274 -7.74E-11 174.748 88.303
4395255.965 7489900.641 -6268.205245 -8.13E-11 177.466 88.331
4395325.486 7489900.641 -6268.187291 -8.57E-11 180.421 88.356
4395395.006 7489900.641 -6268.074057 -9.05E-11 183.692 88.377
4395464.527 7489900.641 -6267.870175 -9.55E-11 187.328 88.393
4395534.047 7489900.641 -6267.57679 -1.00E-10 191.338 88.401
4395603.568 7489900.641 -6267.189322 -1.05E-10 195.687 88.399
4395673.088 7489900.641 -6266.696722 -1.10E-10 200.314 88.384
4395742.609 7489900.641 -6266.082625 -1.18E-10 204.958 88.358
4395812.13 7489900.641 -6265.326408 -1.27E-10 209.505 88.319
4395881.65 7489900.641 -6264.402854 -1.36E-10 214.091 88.265
4395951.171 7489900.641 -6263.283667 -1.45E-10 218.63 88.195
4396020.691 7489900.641 -6261.943837 -1.53E-10 223.038 88.106
4396090.212 7489900.641 -6260.368495 -1.60E-10 227.239 88
4396159.732 7489900.641 -6258.553222 -1.66E-10 231.171 87.876
4396229.253 7489900.641 -6256.498319 -1.72E-10 234.79 87.734
4396298.773 7489900.641 -6254.20303 -1.75E-10 238.071 87.577
4396368.294 7489900.641 -6251.662166 -1.78E-10 241.009 87.405
4396437.814 7489900.641 -6248.864526 -1.78E-10 243.615 87.223
4396507.335 7489900.641 -6245.794475 -1.78E-10 245.911 87.031
4396576.856 7489900.641 -6242.436565 -1.76E-10 247.925 86.832
4396646.376 7489900.641 -6238.778577 -1.73E-10 249.69 86.629
4396715.897 7489900.641 -6234.811358 -1.69E-10 251.234 86.421
4396785.417 7489900.641 -6230.530398 -1.64E-10 252.588 86.212
4396854.938 7489900.641 -6225.940713 -1.58E-10 253.777 86.002
4396924.458 7489900.641 -6221.058163 -1.51E-10 254.823 85.793
4396993.979 7489900.641 -6215.903256 -1.44E-10 255.744 85.585
4397063.499 7489900.641 -6210.49356 -1.37E-10 256.556 85.379
4397133.02 7489900.641 -6204.840909 -1.30E-10 257.272 85.178
4397202.54 7489900.641 -6198.951844 -1.22E-10 257.905 84.982
4397272.061 7489900.641 -6192.828521 -1.15E-10 258.465 84.791
4397341.582 7489900.641 -6186.471 -1.08E-10 258.962 84.607
4397411.102 7489900.641 -6179.880481 -1.01E-10 259.404 84.43
4397480.623 7489900.641 -6173.060529 -9.52E-11 259.801 84.26
4397550.143 7489900.641 -6166.016679 -8.95E-11 260.16 84.096
4397619.664 7489900.641 -6158.757649 -8.42E-11 260.486 83.937
4397689.184 7489900.641 -6151.297058 -7.95E-11 260.786 83.784
4397758.705 7489900.641 -6143.651519 -7.53E-11 261.063 83.635
4397828.225 7489900.641 -6135.835893 -7.17E-11 261.322 83.491
4397897.746 7489900.641 -6127.860644 -6.88E-11 261.565 83.351
4397967.267 7489900.641 -6119.732319 -6.66E-11 261.794 83.214
4398036.787 7489900.641 -6111.454023 -6.52E-11 262.013 83.081
4398106.308 7489900.641 -6103.025063 -6.44E-11 262.223 82.95
4398175.828 7489900.641 -6094.441589 -6.44E-11 262.426 82.822
4398245.349 7489900.641 -6085.698093 -6.51E-11 262.623 82.695
4398314.869 7489900.641 -6076.788561 -6.64E-11 262.817 82.569
4398384.39 7489900.641 -6067.708198 -6.82E-11 263.008 82.443
4398453.91 7489900.641 -6058.456191 -7.05E-11 263.197 82.318
4398523.431 7489900.641 -6049.036305 -7.31E-11 263.385 82.192
4398592.951 7489900.641 -6039.453356 -7.57E-11 263.572 82.068
4398662.472 7489900.641 -6029.709322 -7.80E-11 263.758 81.946
4398731.993 7489900.641 -6019.802996 -7.98E-11 263.942 81.829
4398801.513 7489900.641 -6009.731352 -8.04E-11 264.123 81.719
4398871.034 7489900.641 -5999.48982 -7.93E-11 264.302 81.619
4398940.554 7489900.641 -5989.073233 -7.58E-11 264.477 81.534
4399010.075 7489900.641 -5978.480016 -6.89E-11 264.646 81.467
4399079.595 7489900.641 -5967.717791 -5.77E-11 264.805 81.425
4399149.116 7489900.641 -5956.806998 -4.13E-11 264.952 81.412
4399218.636 7489900.641 -5945.781974 -1.95E-11 265.084 81.433
4399288.157 7489900.641 -5934.690726 7.15E-12 265.2 81.49
4399357.677 7489900.641 -5923.59386 3.68E-11 265.301 81.583
4399427.198 7489900.641 -5912.562949 6.71E-11 265.39 81.708
4399496.719 7489900.641 -5901.679896 9.50E-11 265.469 81.86
4399566.239 7489900.641 -5891.039866 1.18E-10 265.543 82.033
4399635.76 7489900.641 -5880.756862 1.33E-10 265.617 82.217
4399705.28 7489900.641 -5870.960648 1.38E-10 265.695 82.405
4399774.801 7489900.641 -5861.76958 1.32E-10 265.783 82.584
4399844.321 7489900.641 -5853.243055 1.16E-10 265.885 82.746
4399913.842 7489900.641 -5845.344373 8.76E-11 266.006 82.88
4399983.362 7489900.641 -5837.942995 4.97E-11 266.148 82.975
4400052.883 7489900.641 -5830.852063 3.48E-12 266.312 83.024
4400122.404 7489900.641 -5823.871995 -4.83E-11 266.494 83.019
4400191.924 7489900.641 -5816.817774 -1.02E-10 266.689 82.956
4400261.445 7489900.641 -5809.528979 -1.56E-10 266.892 82.832
4400330.965 7489900.641 -5801.871498 -2.05E-10 267.095 82.646
4400400.486 7489900.641 -5793.734892 -2.48E-10 267.29 82.399
4400470.006 7489900.641 -5785.026805 -2.83E-10 267.471 82.095
4400539.527 7489900.641 -5775.671972 -3.10E-10 267.635 81.74
4400609.047 7489900.641 -5765.621085 -3.29E-10 267.78 81.343
4400678.568 7489900.641 -5754.859838 -3.42E-10 267.904 80.913
4400748.088 7489900.641 -5743.405226 -3.50E-10 268.01 80.46
4400817.609 7489900.641 -5731.291733 -3.54E-10 268.097 79.991
4400887.13 7489900.641 -5718.557905 -3.55E-10 268.168 79.512
4400956.65 7489900.641 -5705.235614 -3.55E-10 268.225 79.03
4401026.171 7489900.641 -5691.34232 -3.53E-10 268.269 78.547
4401095.691 7489900.641 -5676.882473 -3.50E-10 268.303 78.067
4401165.212 7489900.641 -5661.857139 -3.46E-10 268.328 77.591
4401234.732 7489900.641 -5646.268721 -3.41E-10 268.349 77.119
4401304.253 7489900.641 -5630.11587 -3.35E-10 268.366 76.651
4401373.773 7489900.641 -5613.39035 -3.27E-10 268.382 76.185
4401443.294 7489900.641 -5596.08292 -3.18E-10 268.401 75.72
4401512.814 7489900.641 -5578.189162 -3.07E-10 268.424 75.253
4401582.335 7489900.641 -5559.708471 -2.95E-10 268.453 74.784
4401651.856 7489900.641 -5540.641215 -2.83E-10 268.491 74.313
4401721.376 7489900.641 -5520.986478 -2.69E-10 268.538 73.842
4401790.897 7489900.641 -5500.736603 -2.56E-10 268.596 73.373
4401860.417 7489900.641 -5479.872841 -2.44E-10 268.666 72.908
4401929.938 7489900.641 -5458.37086 -2.34E-10 268.747 72.452
4401999.458 7489900.641 -5436.210033 -2.26E-10 268.841 72.006
4402068.979 7489900.641 -5413.373514 -2.23E-10 268.948 71.575
4402138.499 7489900.641 -5389.844412 -2.24E-10 269.068 71.162
4402208.02 7489900.641 -5365.613822 -2.33E-10 269.201 70.769
4402277.54 7489900.641 -5340.69718 -2.48E-10 269.347 70.397
4402347.061 7489900.641 -5315.140524 -2.73E-10 269.508 70.046
4402416.582 7489900.641 -5289.012975 -3.08E-10 269.684 69.718
4402486.102 7489900.641 -5262.397826 -3.52E-10 269.874 69.409
4402555.623 7489900.641 -5235.387901 -4.05E-10 270.079 69.119
4402625.143 7489900.641 -5208.080453 -4.67E-10 270.297 68.843
4402694.664 7489900.641 -5180.568302 -5.36E-10 270.529 68.577
4402764.184 7489900.641 -5152.925475 -6.11E-10 270.773 68.317
4402833.705 7489900.641 -5125.185344 -6.89E-10 271.027 68.055
4402903.225 7489900.641 -5097.320429 -7.69E-10 271.289 67.784
4402972.746 7489900.641 -5069.245519 -8.49E-10 271.557 67.495
4403042.267 7489900.641 -5040.851687 -9.26E-10 271.827 67.18
4403111.787 7489900.641 -5012.046062 -9.99E-10 272.095 66.832
4403181.308 7489900.641 -4982.766044 -1.06E-09 272.357 66.444
4403250.828 7489900.641 -4952.965933 -1.12E-09 272.608 66.015
4403320.349 7489900.641 -4922.595221 -1.16E-09 272.845 65.546
4403389.869 7489900.641 -4891.581094 -1.19E-09 273.064 65.041
4403459.39 7489900.641 -4859.820051 -1.19E-09 273.263 64.507
4403528.91 7489900.641 -4827.183912 -1.18E-09 273.439 63.954
4403598.431 7489900.641 -4793.535345 -1.14E-09 273.591 63.393
4403667.951 7489900.641 -4758.740211 -1.08E-09 273.719 62.837
4403737.472 7489900.641 -4722.681145 -9.90E-10 273.821 62.302
4403806.993 7489900.641 -4685.288902 -8.83E-10 273.899 61.8
4403876.513 7489900.641 -4646.580467 -7.58E-10 273.951 61.346
4403946.034 7489900.641 -4606.668514 -6.22E-10 273.981 60.949
4404015.554 7489900.641 -4565.735202 -4.83E-10 273.99 60.618
4404085.075 7489900.641 -4524.001578 -3.46E-10 273.981 60.357
4404154.595 7489900.641 -4481.713408 -2.19E-10 273.955 60.168
4404224.116 7489900.641 -4439.133569 -1.08E-10 273.916 60.047
4404293.636 7489900.641 -4396.528669 -1.56E-11 273.865 59.992
4404363.157 7489900.641 -4354.152944 5.70E-11 273.805 59.996
4404432.677 7489900.641 -4312.235954 1.11E-10 273.736 60.054
4404502.198 7489900.641 -4270.968105 1.53E-10 273.661 60.16
4404571.719 7489900.641 -4230.469059 1.90E-10 273.581 60.311
4404641.239 7489900.641 -4190.743464 2.35E-10 273.497 60.503
4404710.76 7489900.641 -4151.662857 3.02E-10 273.411 60.738
4404780.28 7489900.641 -4113.007424 4.05E-10 273.322 61.017
4404849.801 7489900.641 -4074.549444 5.58E-10 273.231 61.342
4404919.321 7489900.641 -4036.12931 7.66E-10 273.139 61.712
4404988.842 7489900.641 -3997.698178 1.03E-09 273.046 62.126
4405058.362 7489900.641 -3959.333214 1.35E-09 272.955 62.579
4405127.883 7489900.641 -3921.237057 1.72E-09 272.869 63.065
4405197.404 7489900.641 -3883.727854 2.11E-09 272.794 63.576
4405266.924 7489900.641 -3847.217248 2.50E-09 272.738 64.105
4405336.445 7489900.641 -3812.153111 2.85E-09 272.708 64.645
4405405.965 7489900.641 -3778.903369 3.12E-09 272.712 65.194
4405475.486 7489900.641 -3747.616287 3.30E-09 272.754 65.749
4405545.006 7489900.641 -3718.148473 3.38E-09 272.837 66.314
4405614.527 7489900.641 -3690.11036 3.37E-09 272.958 66.891
4405684.047 7489900.641 -3662.98948 3.29E-09 273.114 67.486
4405753.568 7489900.641 -3636.284921 3.21E-09 273.299 68.1
4405823.088 7489900.641 -3609.613186 3.17E-09 273.506 68.738
4405892.609 7489900.641 -3582.768619 3.24E-09 273.727 69.404
4405962.13 7489900.641 -3555.741726 3.45E-09 273.954 70.102
4406031.65 7489900.641 -3528.714665 3.86E-09 274.182 70.844
4406101.171 7489900.641 -3502.04066 4.49E-09 274.408 71.64
4406170.691 7489900.641 -3476.18978 5.32E-09 274.63 72.509
4406240.212 7489900.641 -3451.656916 6.33E-09 274.854 73.466
4406309.732 7489900.641 -3428.873376 7.45E-09 275.086 74.525
4406379.253 7489900.641 -3408.165809 8.58E-09 275.34 75.693
4406448.773 7489900.641 -3389.749309 9.61E-09 275.631 76.973
4406518.294 7489900.641 -3373.720162 1.04E-08 275.979 78.361
4406587.814 7489900.641 -3360.067226 1.09E-08 276.41 79.849
4406657.335 7489900.641 -3348.738456 1.09E-08 276.959 81.423
4406726.856 7489900.641 -3339.721536 1.06E-08 277.688 83.065
4406796.376 7489900.641 -3333.053197 9.83E-09 278.734 84.755
4406865.897 7489900.641 -3328.752284 8.77E-09 280.505 86.474
4406935.417 7489900.641 -3326.759473 7.52E-09 285.032 88.209
4407004.938 7489900.641 -3326.940538 6.17E-09 4.823 89.739
4407074.458 7489900.641 -3329.139039 4.79E-09 89.108 88.206
4407143.979 7489900.641 -3333.244016 3.40E-09 93.713 86.398
4407213.499 7489900.641 -3339.239949 1.99E-09 95.508 84.543
4407283.02 7489900.641 -3347.204263 5.39E-10 96.577 82.643
4407352.54 7489900.641 -3357.260515 -9.95E-10 97.333 80.705
4407422.061 7489900.641 -3369.553845 -2.62E-09 97.911 78.741
4407491.582 7489900.641 -3384.281717 -4.31E-09 98.365 76.774
4407561.102 7489900.641 -3401.722448 -6.01E-09 98.721 74.831
4407630.623 7489900.641 -3422.203489 -7.60E-09 98.995 72.946
4407700.143 7489900.641 -3446.029522 -8.93E-09 99.203 71.153
4407769.664 7489900.641 -3473.405805 -9.84E-09 99.36 69.49
4407839.184 7489900.641 -3504.355599 -1.02E-08 99.486 67.988
4407908.705 7489900.641 -3538.656585 -9.91E-09 99.599 66.675
4407978.225 7489900.641 -3575.860712 -9.01E-09 99.716 65.567
4408047.746 7489900.641 -3615.403379 -7.54E-09 99.849 64.677
4408117.267 7489900.641 -3656.716467 -5.65E-09 100.006 64.009
4408186.787 7489900.641 -3699.252834 -3.50E-09 100.194 63.562
4408256.308 7489900.641 -3742.403324 -1.29E-09 100.417 63.33
4408325.828 7489900.641 -3785.383625 7.94E-10 100.678 63.307
4408395.349 7489900.641 -3827.216581 2.58E-09 100.979 63.477
4408464.869 7489900.641 -3866.868543 3.95E-09 101.316 63.824
4408534.39 7489900.641 -3903.476435 4.82E-09 101.68 64.325
4408603.91 7489900.641 -3936.55889 5.19E-09 102.056 64.954
4408673.431 7489900.641 -3966.129934 5.12E-09 102.423 65.68
4408742.951 7489900.641 -3992.658692 4.70E-09 102.755 66.472
4408812.472 7489900.641 -4016.888584 4.06E-09 103.027 67.3
4408881.993 7489900.641 -4039.627462 3.33E-09 103.214 68.137
4408951.513 7489900.641 -4061.608499 2.65E-09 103.298 68.963
4409021.034 7489900.641 -4083.413783 2.07E-09 103.273 69.765
4409090.554 7489900.641 -4105.411508 1.65E-09 103.144 70.542
4409160.075 7489900.641 -4127.713467 1.37E-09 102.929 71.302
4409229.595 7489900.641 -4150.194727 1.22E-09 102.648 72.069
4409299.116 7489900.641 -4172.581323 1.14E-09 102.322 72.874
4409368.636 7489900.641 -4194.564071 1.10E-09 101.965 73.759
4409438.157 7489900.641 -4215.880596 1.05E-09 101.588 74.776
4409507.677 7489900.641 -4236.319967 9.51E-10 101.212 75.983
